sample_idx,time_s,ao_v,ipg_est_mv,source_signal_uv
121,0.236328,0.17957636,0.179576,17.957636
122,0.238281,0.18772985,0.187730,18.772985
123,0.240234,0.20176024,0.201760,20.176024
124,0.242188,0.18396210,0.183962,18.396210
125,0.244141,0.15083941,0.150839,15.083941
126,0.246094,0.15735386,0.157354,15.735386
127,0.248047,0.17582474,0.175825,17.582474
128,0.250000,0.17240434,0.172404,17.240434
129,0.251953,0.15474743,0.154747,15.474743
130,0.253906,0.13643411,0.136434,13.643411
131,0.255859,0.17679526,0.176795,17.679526
132,0.257812,0.17693655,0.176937,17.693655
133,0.259766,0.15670157,0.156702,15.670157
134,0.261719,0.18243381,0.182434,18.243381
135,0.263672,0.20504769,0.205048,20.504769
136,0.265625,0.17554391,0.175544,17.554391
137,0.267578,0.20061939,0.200619,20.061939
138,0.269531,0.20979946,0.209799,20.979946
139,0.271484,0.23824212,0.238242,23.824212
140,0.273438,0.24565301,0.245653,24.565301
141,0.275391,0.20606244,0.206062,20.606244
142,0.277344,0.20547869,0.205479,20.547869
143,0.279297,0.17517528,0.175175,17.517528
144,0.281250,0.17577486,0.175775,17.577486
145,0.283203,0.18284062,0.182841,18.284062
146,0.285156,0.19167053,0.191671,19.167053
147,0.287109,0.17884919,0.178849,17.884919
148,0.289062,0.17372392,0.173724,17.372392
149,0.291016,0.18895176,0.188952,18.895176
150,0.292969,0.21658854,0.216589,21.658854
151,0.294922,0.21953236,0.219532,21.953236
152,0.296875,0.20340395,0.203404,20.340395
153,0.298828,0.21115018,0.211150,21.115018
154,0.300781,0.21372921,0.213729,21.372921
155,0.302734,0.22927366,0.229274,22.927366
156,0.304688,0.19872295,0.198723,19.872295
157,0.306641,0.22561925,0.225619,22.561925
158,0.308594,0.21614213,0.216142,21.614213
159,0.310547,0.20838987,0.208390,20.838987
160,0.312500,0.24859282,0.248593,24.859282
161,0.314453,0.18497121,0.184971,18.497121
162,0.316406,0.15956068,0.159561,15.956068
163,0.318359,0.12680029,0.126800,12.680029
164,0.320312,0.14438317,0.144383,14.438317
165,0.322266,0.15751024,0.157510,15.751024
166,0.324219,0.15978187,0.159782,15.978187
167,0.326172,0.16504779,0.165048,16.504779
168,0.328125,0.15086442,0.150864,15.086442
169,0.330078,0.17079722,0.170797,17.079722
170,0.332031,0.14769902,0.147699,14.769902
171,0.333984,0.15636723,0.156367,15.636723
172,0.335938,0.17882080,0.178821,17.882080
173,0.337891,0.17800912,0.178009,17.800912
174,0.339844,0.18857433,0.188574,18.857433
175,0.341797,0.20376707,0.203767,20.376707
176,0.343750,0.18509252,0.185093,18.509252
177,0.345703,0.15831016,0.158310,15.831016
178,0.347656,0.19448427,0.194484,19.448427
179,0.349609,0.20909059,0.209091,20.909059
180,0.351562,0.22031372,0.220314,22.031372
181,0.353516,0.21120057,0.211201,21.120057
182,0.355469,0.20877250,0.208773,20.877250
183,0.357422,0.25489020,0.254890,25.489020
184,0.359375,0.24906076,0.249061,24.906076
185,0.361328,0.24370391,0.243704,24.370391
186,0.363281,0.20945411,0.209454,20.945411
187,0.365234,0.17729329,0.177293,17.729329
188,0.367188,0.17888267,0.178883,17.888267
189,0.369141,0.20921236,0.209212,20.921236
190,0.371094,0.21746012,0.217460,21.746012
191,0.373047,0.21881989,0.218820,21.881989
192,0.375000,0.22060174,0.220602,22.060174
193,0.376953,0.24824990,0.248250,24.824990
194,0.378906,0.28504691,0.285047,28.504691
195,0.380859,0.26617317,0.266173,26.617317
196,0.382812,0.27205845,0.272058,27.205845
197,0.384766,0.26560009,0.265600,26.560009
198,0.386719,0.27936212,0.279362,27.936212
199,0.388672,0.25962422,0.259624,25.962422
200,0.390625,0.22015829,0.220158,22.015829
201,0.392578,0.21112051,0.211121,21.112051
202,0.394531,0.24352121,0.243521,24.352121
203,0.396484,0.24404265,0.244043,24.404265
204,0.398438,0.23248911,0.232489,23.248911
205,0.400391,0.19983104,0.199831,19.983104
206,0.402344,0.20327236,0.203272,20.327236
207,0.404297,0.21114883,0.211149,21.114883
208,0.406250,0.18430194,0.184302,18.430194
209,0.408203,0.18448464,0.184485,18.448464
210,0.410156,0.20812480,0.208125,20.812480
211,0.412109,0.19947895,0.199479,19.947895
212,0.414062,0.19532809,0.195328,19.532809
213,0.416016,0.19637964,0.196380,19.637964
214,0.417969,0.12325672,0.123257,12.325672
215,0.419922,0.08269855,0.082699,8.269855
216,0.421875,0.08916878,0.089169,8.916878
217,0.423828,0.12532369,0.125324,12.532369
218,0.425781,0.13402097,0.134021,13.402097
219,0.427734,0.14153613,0.141536,14.153613
220,0.429688,0.11355940,0.113559,11.355940
221,0.431641,0.15102248,0.151022,15.102248
222,0.433594,0.13705753,0.137058,13.705753
223,0.435547,0.10744160,0.107442,10.744160
224,0.437500,0.12870867,0.128709,12.870867
225,0.439453,0.16916795,0.169168,16.916795
226,0.441406,0.18985456,0.189855,18.985456
227,0.443359,0.14612626,0.146126,14.612626
228,0.445312,0.14738623,0.147386,14.738623
229,0.447266,0.14400208,0.144002,14.400208
230,0.449219,0.14722262,0.147223,14.722262
231,0.451172,0.18138028,0.181380,18.138028
232,0.453125,0.19046437,0.190464,19.046437
233,0.455078,0.19566759,0.195668,19.566759
234,0.457031,0.19891380,0.198914,19.891380
235,0.458984,0.21515921,0.215159,21.515921
236,0.460938,0.24696988,0.246970,24.696988
237,0.462891,0.25117135,0.251171,25.117135
238,0.464844,0.22643844,0.226438,22.643844
239,0.466797,0.21674615,0.216746,21.674615
240,0.468750,0.20614171,0.206142,20.614171
241,0.470703,0.22931069,0.229311,22.931069
242,0.472656,0.16689067,0.166891,16.689067
243,0.474609,0.14481415,0.144814,14.481415
244,0.476562,0.15122398,0.151224,15.122398
245,0.478516,0.16202281,0.162023,16.202281
246,0.480469,0.11913522,0.119135,11.913522
247,0.482422,0.10183957,0.101840,10.183957
248,0.484375,0.04611686,0.046117,4.611686
249,0.486328,0.08650914,0.086509,8.650914
250,0.488281,0.13593580,0.135936,13.593580
251,0.490234,0.13162685,0.131627,13.162685
252,0.492188,0.12076737,0.120767,12.076737
253,0.494141,0.14454299,0.144543,14.454299
254,0.496094,0.16647589,0.166476,16.647589
255,0.498047,0.18753688,0.187537,18.753688
256,0.500000,0.23633536,0.236335,23.633536
257,0.501953,0.22371545,0.223715,22.371545
258,0.503906,0.20498800,0.204988,20.498800
259,0.505859,0.21894924,0.218949,21.894924
260,0.507812,0.24105661,0.241057,24.105661
261,0.509766,0.24295157,0.242952,24.295157
262,0.511719,0.23609300,0.236093,23.609300
263,0.513672,0.24435708,0.244357,24.435708
264,0.515625,0.26970199,0.269702,26.970199
265,0.517578,0.29211706,0.292117,29.211706
266,0.519531,0.31290368,0.312904,31.290368
267,0.521484,0.29411732,0.294117,29.411732
268,0.523438,0.25313756,0.253138,25.313756
269,0.525391,0.27809245,0.278092,27.809245
270,0.527344,0.28793435,0.287934,28.793435
271,0.529297,0.29840017,0.298400,29.840017
272,0.531250,0.30260694,0.302607,30.260694
273,0.533203,0.30862382,0.308624,30.862382
274,0.535156,0.27002995,0.270030,27.002995
275,0.537109,0.25850607,0.258506,25.850607
276,0.539062,0.24815254,0.248153,24.815254
277,0.541016,0.19838903,0.198389,19.838903
278,0.542969,0.20775309,0.207753,20.775309
279,0.544922,0.22721942,0.227219,22.721942
280,0.546875,0.21306535,0.213065,21.306535
281,0.548828,0.21674388,0.216744,21.674388
282,0.550781,0.21543924,0.215439,21.543924
283,0.552734,0.19433452,0.194335,19.433452
284,0.554688,0.16088878,0.160889,16.088878
285,0.556641,0.17647255,0.176473,17.647255
286,0.558594,0.21654237,0.216542,21.654237
287,0.560547,0.23148143,0.231481,23.148143
288,0.562500,0.23979945,0.239799,23.979945
289,0.564453,0.26669248,0.266692,26.669248
290,0.566406,0.26363385,0.263634,26.363385
291,0.568359,0.26021184,0.260212,26.021184
292,0.570312,0.22823326,0.228233,22.823326
293,0.572266,0.27768615,0.277686,27.768615
294,0.574219,0.27330274,0.273303,27.330274
295,0.576172,0.28233620,0.282336,28.233620
296,0.578125,0.27423966,0.274240,27.423966
297,0.580078,0.22519156,0.225192,22.519156
298,0.582031,0.25718616,0.257186,25.718616
299,0.583984,0.24640779,0.246408,24.640779
300,0.585938,0.22969369,0.229694,22.969369
301,0.587891,0.24297529,0.242975,24.297529
302,0.589844,0.29083643,0.290836,29.083643
303,0.591797,0.26191161,0.261912,26.191161
304,0.593750,0.25644590,0.256446,25.644590
305,0.595703,0.26105867,0.261059,26.105867
306,0.597656,0.23908255,0.239083,23.908255
307,0.599609,0.18587017,0.185870,18.587017
308,0.601562,0.15873610,0.158736,15.873610
309,0.603516,0.17519741,0.175197,17.519741
310,0.605469,0.15338660,0.153387,15.338660
311,0.607422,0.17675656,0.176757,17.675656
312,0.609375,0.16186056,0.161861,16.186056
313,0.611328,0.16140952,0.161410,16.140952
314,0.613281,0.16724289,0.167243,16.724289
315,0.615234,0.18916925,0.189169,18.916925
316,0.617188,0.18907625,0.189076,18.907625
317,0.619141,0.22471568,0.224716,22.471568
318,0.621094,0.23656134,0.236561,23.656134
319,0.623047,0.29368067,0.293681,29.368067
320,0.625000,0.30942830,0.309428,30.942830
321,0.626953,0.29173030,0.291730,29.173030
322,0.628906,0.30455811,0.304558,30.455811
323,0.630859,0.31475365,0.314754,31.475365
324,0.632812,0.30639871,0.306399,30.639871
325,0.634766,0.29585292,0.295853,29.585292
326,0.636719,0.32384150,0.323842,32.384150
327,0.638672,0.30018716,0.300187,30.018716
328,0.640625,0.26962250,0.269623,26.962250
329,0.642578,0.26985492,0.269855,26.985492
330,0.644531,0.23786738,0.237867,23.786738
331,0.646484,0.19062517,0.190625,19.062517
332,0.648438,0.19488690,0.194887,19.488690
333,0.650391,0.21634680,0.216347,21.634680
334,0.652344,0.22015799,0.220158,22.015799
335,0.654297,0.23592305,0.235923,23.592305
336,0.656250,0.21481980,0.214820,21.481980
337,0.658203,0.21156796,0.211568,21.156796
338,0.660156,0.20502095,0.205021,20.502095
339,0.662109,0.21366163,0.213662,21.366163
340,0.664062,0.24192419,0.241924,24.192419
341,0.666016,0.18240876,0.182409,18.240876
342,0.667969,0.18676465,0.186765,18.676465
343,0.669922,0.20311439,0.203114,20.311439
344,0.671875,0.22255508,0.222555,22.255508
345,0.673828,0.22511534,0.225115,22.511534
346,0.675781,0.22389351,0.223894,22.389351
347,0.677734,0.28899124,0.288991,28.899124
348,0.679688,0.31666892,0.316669,31.666892
349,0.681641,0.31007146,0.310071,31.007146
350,0.683594,0.33240305,0.332403,33.240305
351,0.685547,0.31199652,0.311997,31.199652
352,0.687500,0.29824625,0.298246,29.824625
353,0.689453,0.30307579,0.303076,30.307579
354,0.691406,0.30625704,0.306257,30.625704
355,0.693359,0.34841326,0.348413,34.841326
356,0.695312,0.36175151,0.361752,36.175151
357,0.697266,0.33319042,0.333190,33.319042
358,0.699219,0.35713174,0.357132,35.713174
359,0.701172,0.38792581,0.387926,38.792581
360,0.703125,0.37818453,0.378185,37.818453
361,0.705078,0.34790572,0.347906,34.790572
362,0.707031,0.36635165,0.366352,36.635165
363,0.708984,0.36227265,0.362273,36.227265
364,0.710938,0.32430562,0.324306,32.430562
365,0.712891,0.30360062,0.303601,30.360062
366,0.714844,0.32923561,0.329236,32.923561
367,0.716797,0.32050637,0.320506,32.050637
368,0.718750,0.29422698,0.294227,29.422698
369,0.720703,0.23086546,0.230865,23.086546
370,0.722656,0.23739599,0.237396,23.739599
371,0.724609,0.26515975,0.265160,26.515975
372,0.726562,0.26137941,0.261379,26.137941
373,0.728516,0.30309941,0.303099,30.309941
374,0.730469,0.32847118,0.328471,32.847118
375,0.732422,0.35274894,0.352749,35.274894
376,0.734375,0.33649059,0.336491,33.649059
377,0.736328,0.33761952,0.337620,33.761952
378,0.738281,0.33648217,0.336482,33.648217
379,0.740234,0.32719461,0.327195,32.719461
380,0.742188,0.32626638,0.326266,32.626638
381,0.744141,0.33466728,0.334667,33.466728
382,0.746094,0.33863046,0.338630,33.863046
383,0.748047,0.31967434,0.319674,31.967434
384,0.750000,0.30951017,0.309510,30.951017
385,0.751953,0.32804350,0.328043,32.804350
386,0.753906,0.33716767,0.337168,33.716767
387,0.755859,0.35103557,0.351036,35.103557
388,0.757812,0.33145132,0.331451,33.145132
389,0.759766,0.30839279,0.308393,30.839279
390,0.761719,0.28780156,0.287802,28.780156
391,0.763672,0.33479152,0.334792,33.479152
392,0.765625,0.33390910,0.333909,33.390910
393,0.767578,0.32950176,0.329502,32.950176
394,0.769531,0.30006844,0.300068,30.006844
395,0.771484,0.27917069,0.279171,27.917069
396,0.773438,0.24667889,0.246679,24.667889
397,0.775391,0.23749788,0.237498,23.749788
398,0.777344,0.27321967,0.273220,27.321967
399,0.779297,0.26773079,0.267731,26.773079
400,0.781250,0.27558661,0.275587,27.558661
401,0.783203,0.28198541,0.281985,28.198541
402,0.785156,0.25985144,0.259851,25.985144
403,0.787109,0.26059654,0.260597,26.059654
404,0.789062,0.25102473,0.251025,25.102473
405,0.791016,0.33422480,0.334225,33.422480
406,0.792969,0.34845243,0.348452,34.845243
407,0.794922,0.35251088,0.352511,35.251088
408,0.796875,0.34000909,0.340009,34.000909
409,0.798828,0.27960380,0.279604,27.960380
410,0.800781,0.28680668,0.286807,28.680668
411,0.802734,0.28723990,0.287240,28.723990
412,0.804688,0.25845721,0.258457,25.845721
413,0.806641,0.22806956,0.228070,22.806956
414,0.808594,0.25161968,0.251620,25.161968
415,0.810547,0.20052832,0.200528,20.052832
416,0.812500,0.19213143,0.192131,19.213143
417,0.814453,0.23629829,0.236298,23.629829
418,0.816406,0.19300777,0.193008,19.300777
419,0.818359,0.21317967,0.213180,21.317967
420,0.820312,0.24906321,0.249063,24.906321
421,0.822266,0.23178782,0.231788,23.178782
422,0.824219,0.24518676,0.245187,24.518676
423,0.826172,0.24433870,0.244339,24.433870
424,0.828125,0.22390186,0.223902,22.390186
425,0.830078,0.26744000,0.267440,26.744000
426,0.832031,0.26680366,0.266804,26.680366
427,0.833984,0.25258387,0.252584,25.258387
428,0.835938,0.22980023,0.229800,22.980023
429,0.837891,0.23999759,0.239998,23.999759
430,0.839844,0.25045929,0.250459,25.045929
431,0.841797,0.24946207,0.249462,24.946207
432,0.843750,0.25107437,0.251074,25.107437
433,0.845703,0.23863227,0.238632,23.863227
434,0.847656,0.23225076,0.232251,23.225076
435,0.849609,0.20429095,0.204291,20.429095
436,0.851562,0.22752434,0.227524,22.752434
437,0.853516,0.18591459,0.185915,18.591459
438,0.855469,0.17038504,0.170385,17.038504
439,0.857422,0.15421892,0.154219,15.421892
440,0.859375,0.14832636,0.148326,14.832636
441,0.861328,0.17609338,0.176093,17.609338
442,0.863281,0.17283988,0.172840,17.283988
443,0.865234,0.22346375,0.223464,22.346375
444,0.867188,0.23434481,0.234345,23.434481
445,0.869141,0.26599883,0.265999,26.599883
446,0.871094,0.26105034,0.261050,26.105034
447,0.873047,0.28569786,0.285698,28.569786
448,0.875000,0.30176587,0.301766,30.176587
449,0.876953,0.30036758,0.300368,30.036758
450,0.878906,0.31709022,0.317090,31.709022
451,0.880859,0.30208292,0.302083,30.208292
452,0.882812,0.30283275,0.302833,30.283275
453,0.884766,0.25891395,0.258914,25.891395
454,0.886719,0.25734085,0.257341,25.734085
455,0.888672,0.26080214,0.260802,26.080214
456,0.890625,0.24878074,0.248781,24.878074
457,0.892578,0.23183864,0.231839,23.183864
458,0.894531,0.27470925,0.274709,27.470925
459,0.896484,0.26416157,0.264162,26.416157
460,0.898438,0.22904969,0.229050,22.904969
461,0.900391,0.21698292,0.216983,21.698292
462,0.902344,0.22559389,0.225594,22.559389
463,0.904297,0.30309640,0.303096,30.309640
464,0.906250,0.31623931,0.316239,31.623931
465,0.908203,0.25228862,0.252289,25.228862
466,0.910156,0.24381263,0.243813,24.381263
467,0.912109,0.27466775,0.274668,27.466775
468,0.914062,0.27331575,0.273316,27.331575
469,0.916016,0.28449225,0.284492,28.449225
470,0.917969,0.31581352,0.315814,31.581352
471,0.919922,0.28151919,0.281519,28.151919
472,0.921875,0.30523437,0.305234,30.523437
473,0.923828,0.31753918,0.317539,31.753918
474,0.925781,0.29738761,0.297388,29.738761
475,0.927734,0.30582918,0.305829,30.582918
476,0.929688,0.31547847,0.315478,31.547847
477,0.931641,0.31531608,0.315316,31.531608
478,0.933594,0.30398987,0.303990,30.398987
479,0.935547,0.29272890,0.292729,29.272890
480,0.937500,0.31064400,0.310644,31.064400
481,0.939453,0.33035264,0.330353,33.035264
482,0.941406,0.34610583,0.346106,34.610583
483,0.943359,0.33350468,0.333505,33.350468
484,0.945312,0.32243042,0.322430,32.243042
485,0.947266,0.32775489,0.327755,32.775489
486,0.949219,0.31114775,0.311148,31.114775
487,0.951172,0.30250926,0.302509,30.250926
488,0.953125,0.29338550,0.293385,29.338550
489,0.955078,0.30069385,0.300694,30.069385
490,0.957031,0.30606144,0.306061,30.606144
491,0.958984,0.30324102,0.303241,30.324102
492,0.960938,0.28540609,0.285406,28.540609
493,0.962891,0.31838766,0.318388,31.838766
494,0.964844,0.33251268,0.332513,33.251268
495,0.966797,0.31807118,0.318071,31.807118
496,0.968750,0.30442866,0.304429,30.442866
497,0.970703,0.33357606,0.333576,33.357606
498,0.972656,0.35724388,0.357244,35.724388
499,0.974609,0.35418769,0.354188,35.418769
500,0.976562,0.33580222,0.335802,33.580222
501,0.978516,0.32012468,0.320125,32.012468
502,0.980469,0.30807571,0.308076,30.807571
503,0.982422,0.30316670,0.303167,30.316670
504,0.984375,0.32805178,0.328052,32.805178
505,0.986328,0.34130768,0.341308,34.130768
506,0.988281,0.32614593,0.326146,32.614593
507,0.990234,0.31086571,0.310866,31.086571
508,0.992188,0.30522996,0.305230,30.522996
509,0.994141,0.31714576,0.317146,31.714576
510,0.996094,0.33595820,0.335958,33.595820
511,0.998047,0.31380175,0.313802,31.380175
512,1.000000,0.32213993,0.322140,32.213993
513,1.001953,0.32652973,0.326530,32.652973
514,1.003906,0.31525079,0.315251,31.525079
515,1.005859,0.35440571,0.354406,35.440571
516,1.007812,0.37704935,0.377049,37.704935
517,1.009766,0.34274315,0.342743,34.274315
518,1.011719,0.33119061,0.331191,33.119061
519,1.013672,0.31901503,0.319015,31.901503
520,1.015625,0.35135481,0.351355,35.135481
521,1.017578,0.37498843,0.374988,37.498843
522,1.019531,0.32324538,0.323245,32.324538
523,1.021484,0.33770315,0.337703,33.770315
524,1.023438,0.32900939,0.329009,32.900939
525,1.025391,0.35318761,0.353188,35.318761
526,1.027344,0.30048162,0.300482,30.048162
527,1.029297,0.29000085,0.290001,29.000085
528,1.031250,0.27935366,0.279354,27.935366
529,1.033203,0.28164376,0.281644,28.164376
530,1.035156,0.26572439,0.265724,26.572439
531,1.037109,0.26375209,0.263752,26.375209
532,1.039062,0.27702618,0.277026,27.702618
533,1.041016,0.22130823,0.221308,22.130823
534,1.042969,0.24571367,0.245714,24.571367
535,1.044922,0.23339977,0.233400,23.339977
536,1.046875,0.20091979,0.200920,20.091979
537,1.048828,0.23283402,0.232834,23.283402
538,1.050781,0.23165834,0.231658,23.165834
539,1.052734,0.19329820,0.193298,19.329820
540,1.054688,0.15484930,0.154849,15.484930
541,1.056641,0.15199111,0.151991,15.199111
542,1.058594,0.13401966,0.134020,13.401966
543,1.060547,0.14256522,0.142565,14.256522
544,1.062500,0.14836140,0.148361,14.836140
545,1.064453,0.15065501,0.150655,15.065501
546,1.066406,0.16121765,0.161218,16.121765
547,1.068359,0.13842874,0.138429,13.842874
548,1.070312,0.18345467,0.183455,18.345467
549,1.072266,0.21390032,0.213900,21.390032
550,1.074219,0.22626493,0.226265,22.626493
551,1.076172,0.23680147,0.236801,23.680147
552,1.078125,0.21072440,0.210724,21.072440
553,1.080078,0.22982864,0.229829,22.982864
554,1.082031,0.23441245,0.234412,23.441245
555,1.083984,0.23092431,0.230924,23.092431
556,1.085938,0.25265934,0.252659,25.265934
557,1.087891,0.20788184,0.207882,20.788184
558,1.089844,0.19446243,0.194462,19.446243
559,1.091797,0.14247114,0.142471,14.247114
560,1.093750,0.14120225,0.141202,14.120225
561,1.095703,0.16470621,0.164706,16.470621
562,1.097656,0.16787874,0.167879,16.787874
563,1.099609,0.14917116,0.149171,14.917116
564,1.101562,0.18406889,0.184069,18.406889
565,1.103516,0.20566344,0.205663,20.566344
566,1.105469,0.18163318,0.181633,18.163318
567,1.107422,0.18153203,0.181532,18.153203
568,1.109375,0.22374419,0.223744,22.374419
569,1.111328,0.20663877,0.206639,20.663877
570,1.113281,0.20590132,0.205901,20.590132
571,1.115234,0.22164244,0.221642,22.164244
572,1.117188,0.18851072,0.188511,18.851072
573,1.119141,0.21164360,0.211644,21.164360
574,1.121094,0.22339524,0.223395,22.339524
575,1.123047,0.19071293,0.190713,19.071293
576,1.125000,0.20752321,0.207523,20.752321
577,1.126953,0.22062759,0.220628,22.062759
578,1.128906,0.19645728,0.196457,19.645728
579,1.130859,0.21190199,0.211902,21.190199
580,1.132812,0.18668483,0.186685,18.668483
581,1.134766,0.19137510,0.191375,19.137510
582,1.136719,0.16173106,0.161731,16.173106
583,1.138672,0.19364764,0.193648,19.364764
584,1.140625,0.21093690,0.210937,21.093690
585,1.142578,0.18202174,0.182022,18.202174
586,1.144531,0.20696280,0.206963,20.696280
587,1.146484,0.22461952,0.224620,22.461952
588,1.148438,0.22064706,0.220647,22.064706
589,1.150391,0.23739502,0.237395,23.739502
590,1.152344,0.20066975,0.200670,20.066975
591,1.154297,0.18945475,0.189455,18.945475
592,1.156250,0.20027914,0.200279,20.027914
593,1.158203,0.22727945,0.227279,22.727945
594,1.160156,0.23918019,0.239180,23.918019
595,1.162109,0.24392989,0.243930,24.392989
596,1.164062,0.23776983,0.237770,23.776983
597,1.166016,0.22010132,0.220101,22.010132
598,1.167969,0.18963853,0.189639,18.963853
599,1.169922,0.19482170,0.194822,19.482170
600,1.171875,0.15785921,0.157859,15.785921
601,1.173828,0.15686590,0.156866,15.686590
602,1.175781,0.15175839,0.151758,15.175839
603,1.177734,0.15735193,0.157352,15.735193
