sample_idx,time_s,signal_v,ipg_est_mv
222,0.433594,0.13705753,0.137058
223,0.435547,0.10744160,0.107442
224,0.437500,0.12870867,0.128709
225,0.439453,0.16916795,0.169168
226,0.441406,0.18985456,0.189855
227,0.443359,0.14612626,0.146126
228,0.445312,0.14738623,0.147386
229,0.447266,0.14400208,0.144002
230,0.449219,0.14722262,0.147223
231,0.451172,0.18138028,0.181380
232,0.453125,0.19046437,0.190464
233,0.455078,0.19566759,0.195668
234,0.457031,0.19891380,0.198914
235,0.458984,0.21515921,0.215159
236,0.460938,0.24696988,0.246970
237,0.462891,0.25117135,0.251171
238,0.464844,0.22643844,0.226438
239,0.466797,0.21674615,0.216746
240,0.468750,0.20614171,0.206142
241,0.470703,0.22931069,0.229311
242,0.472656,0.16689067,0.166891
243,0.474609,0.14481415,0.144814
244,0.476562,0.15122398,0.151224
245,0.478516,0.16202281,0.162023
246,0.480469,0.11913522,0.119135
247,0.482422,0.10183957,0.101840
248,0.484375,0.04611686,0.046117
249,0.486328,0.08650914,0.086509
250,0.488281,0.13593580,0.135936
251,0.490234,0.13162685,0.131627
252,0.492188,0.12076737,0.120767
253,0.494141,0.14454299,0.144543
254,0.496094,0.16647589,0.166476
255,0.498047,0.18753688,0.187537
256,0.500000,0.23633536,0.236335
257,0.501953,0.22371545,0.223715
258,0.503906,0.20498800,0.204988
259,0.505859,0.21894924,0.218949
260,0.507812,0.24105661,0.241057
261,0.509766,0.24295157,0.242952
262,0.511719,0.23609300,0.236093
263,0.513672,0.24435708,0.244357
264,0.515625,0.26970199,0.269702
265,0.517578,0.29211706,0.292117
266,0.519531,0.31290368,0.312904
267,0.521484,0.29411732,0.294117
268,0.523438,0.25313756,0.253138
269,0.525391,0.27809245,0.278092
270,0.527344,0.28793435,0.287934
271,0.529297,0.29840017,0.298400
272,0.531250,0.30260694,0.302607
273,0.533203,0.30862382,0.308624
274,0.535156,0.27002995,0.270030
275,0.537109,0.25850607,0.258506
276,0.539062,0.24815254,0.248153
277,0.541016,0.19838903,0.198389
278,0.542969,0.20775309,0.207753
279,0.544922,0.22721942,0.227219
280,0.546875,0.21306535,0.213065
281,0.548828,0.21674388,0.216744
282,0.550781,0.21543924,0.215439
283,0.552734,0.19433452,0.194335
284,0.554688,0.16088878,0.160889
285,0.556641,0.17647255,0.176473
286,0.558594,0.21654237,0.216542
287,0.560547,0.23148143,0.231481
288,0.562500,0.23979945,0.239799
289,0.564453,0.26669248,0.266692
290,0.566406,0.26363385,0.263634
291,0.568359,0.26021184,0.260212
292,0.570312,0.22823326,0.228233
293,0.572266,0.27768615,0.277686
294,0.574219,0.27330274,0.273303
295,0.576172,0.28233620,0.282336
296,0.578125,0.27423966,0.274240
297,0.580078,0.22519156,0.225192
298,0.582031,0.25718616,0.257186
299,0.583984,0.24640779,0.246408
300,0.585938,0.22969369,0.229694
301,0.587891,0.24297529,0.242975
302,0.589844,0.29083643,0.290836
303,0.591797,0.26191161,0.261912
304,0.593750,0.25644590,0.256446
305,0.595703,0.26105867,0.261059
306,0.597656,0.23908255,0.239083
307,0.599609,0.18587017,0.185870
308,0.601562,0.15873610,0.158736
309,0.603516,0.17519741,0.175197
310,0.605469,0.15338660,0.153387
311,0.607422,0.17675656,0.176757
312,0.609375,0.16186056,0.161861
313,0.611328,0.16140952,0.161410
314,0.613281,0.16724289,0.167243
315,0.615234,0.18916925,0.189169
316,0.617188,0.18907625,0.189076
317,0.619141,0.22471568,0.224716
318,0.621094,0.23656134,0.236561
319,0.623047,0.29368067,0.293681
320,0.625000,0.30942830,0.309428
321,0.626953,0.29173030,0.291730
322,0.628906,0.30455811,0.304558
323,0.630859,0.31475365,0.314754
324,0.632812,0.30639871,0.306399
325,0.634766,0.29585292,0.295853
326,0.636719,0.32384150,0.323842
327,0.638672,0.30018716,0.300187
328,0.640625,0.26962250,0.269623
329,0.642578,0.26985492,0.269855
330,0.644531,0.23786738,0.237867
331,0.646484,0.19062517,0.190625
332,0.648438,0.19488690,0.194887
333,0.650391,0.21634680,0.216347
334,0.652344,0.22015799,0.220158
335,0.654297,0.23592305,0.235923
336,0.656250,0.21481980,0.214820
337,0.658203,0.21156796,0.211568
338,0.660156,0.20502095,0.205021
339,0.662109,0.21366163,0.213662
340,0.664062,0.24192419,0.241924
341,0.666016,0.18240876,0.182409
342,0.667969,0.18676465,0.186765
343,0.669922,0.20311439,0.203114
344,0.671875,0.22255508,0.222555
345,0.673828,0.22511534,0.225115
346,0.675781,0.22389351,0.223894
347,0.677734,0.28899124,0.288991
348,0.679688,0.31666892,0.316669
349,0.681641,0.31007146,0.310071
350,0.683594,0.33240305,0.332403
351,0.685547,0.31199652,0.311997
352,0.687500,0.29824625,0.298246
353,0.689453,0.30307579,0.303076
354,0.691406,0.30625704,0.306257
355,0.693359,0.34841326,0.348413
356,0.695312,0.36175151,0.361752
357,0.697266,0.33319042,0.333190
358,0.699219,0.35713174,0.357132
359,0.701172,0.38792581,0.387926
360,0.703125,0.37818453,0.378185
361,0.705078,0.34790572,0.347906
362,0.707031,0.36635165,0.366352
363,0.708984,0.36227265,0.362273
364,0.710938,0.32430562,0.324306
365,0.712891,0.30360062,0.303601
366,0.714844,0.32923561,0.329236
367,0.716797,0.32050637,0.320506
368,0.718750,0.29422698,0.294227
369,0.720703,0.23086546,0.230865
370,0.722656,0.23739599,0.237396
371,0.724609,0.26515975,0.265160
372,0.726562,0.26137941,0.261379
373,0.728516,0.30309941,0.303099
374,0.730469,0.32847118,0.328471
375,0.732422,0.35274894,0.352749
376,0.734375,0.33649059,0.336491
377,0.736328,0.33761952,0.337620
378,0.738281,0.33648217,0.336482
379,0.740234,0.32719461,0.327195
380,0.742188,0.32626638,0.326266
381,0.744141,0.33466728,0.334667
382,0.746094,0.33863046,0.338630
383,0.748047,0.31967434,0.319674
384,0.750000,0.30951017,0.309510
385,0.751953,0.32804350,0.328043
386,0.753906,0.33716767,0.337168
387,0.755859,0.35103557,0.351036
388,0.757812,0.33145132,0.331451
389,0.759766,0.30839279,0.308393
390,0.761719,0.28780156,0.287802
391,0.763672,0.33479152,0.334792
392,0.765625,0.33390910,0.333909
393,0.767578,0.32950176,0.329502
394,0.769531,0.30006844,0.300068
395,0.771484,0.27917069,0.279171
396,0.773438,0.24667889,0.246679
397,0.775391,0.23749788,0.237498
398,0.777344,0.27321967,0.273220
399,0.779297,0.26773079,0.267731
400,0.781250,0.27558661,0.275587
401,0.783203,0.28198541,0.281985
402,0.785156,0.25985144,0.259851
403,0.787109,0.26059654,0.260597
404,0.789062,0.25102473,0.251025
405,0.791016,0.33422480,0.334225
406,0.792969,0.34845243,0.348452
407,0.794922,0.35251088,0.352511
408,0.796875,0.34000909,0.340009
409,0.798828,0.27960380,0.279604
410,0.800781,0.28680668,0.286807
411,0.802734,0.28723990,0.287240
412,0.804688,0.25845721,0.258457
413,0.806641,0.22806956,0.228070
414,0.808594,0.25161968,0.251620
415,0.810547,0.20052832,0.200528
416,0.812500,0.19213143,0.192131
417,0.814453,0.23629829,0.236298
418,0.816406,0.19300777,0.193008
419,0.818359,0.21317967,0.213180
420,0.820312,0.24906321,0.249063
421,0.822266,0.23178782,0.231788
422,0.824219,0.24518676,0.245187
423,0.826172,0.24433870,0.244339
424,0.828125,0.22390186,0.223902
425,0.830078,0.26744000,0.267440
426,0.832031,0.26680366,0.266804
427,0.833984,0.25258387,0.252584
428,0.835938,0.22980023,0.229800
429,0.837891,0.23999759,0.239998
430,0.839844,0.25045929,0.250459
431,0.841797,0.24946207,0.249462
432,0.843750,0.25107437,0.251074
433,0.845703,0.23863227,0.238632
434,0.847656,0.23225076,0.232251
435,0.849609,0.20429095,0.204291
436,0.851562,0.22752434,0.227524
437,0.853516,0.18591459,0.185915
438,0.855469,0.17038504,0.170385
439,0.857422,0.15421892,0.154219
440,0.859375,0.14832636,0.148326
441,0.861328,0.17609338,0.176093
442,0.863281,0.17283988,0.172840
443,0.865234,0.22346375,0.223464
444,0.867188,0.23434481,0.234345
445,0.869141,0.26599883,0.265999
446,0.871094,0.26105034,0.261050
447,0.873047,0.28569786,0.285698
448,0.875000,0.30176587,0.301766
449,0.876953,0.30036758,0.300368
450,0.878906,0.31709022,0.317090
451,0.880859,0.30208292,0.302083
452,0.882812,0.30283275,0.302833
453,0.884766,0.25891395,0.258914
454,0.886719,0.25734085,0.257341
455,0.888672,0.26080214,0.260802
456,0.890625,0.24878074,0.248781
457,0.892578,0.23183864,0.231839
458,0.894531,0.27470925,0.274709
459,0.896484,0.26416157,0.264162
460,0.898438,0.22904969,0.229050
461,0.900391,0.21698292,0.216983
462,0.902344,0.22559389,0.225594
463,0.904297,0.30309640,0.303096
464,0.906250,0.31623931,0.316239
465,0.908203,0.25228862,0.252289
466,0.910156,0.24381263,0.243813
467,0.912109,0.27466775,0.274668
468,0.914062,0.27331575,0.273316
469,0.916016,0.28449225,0.284492
470,0.917969,0.31581352,0.315814
471,0.919922,0.28151919,0.281519
472,0.921875,0.30523437,0.305234
473,0.923828,0.31753918,0.317539
474,0.925781,0.29738761,0.297388
475,0.927734,0.30582918,0.305829
476,0.929688,0.31547847,0.315478
477,0.931641,0.31531608,0.315316
478,0.933594,0.30398987,0.303990
479,0.935547,0.29272890,0.292729
480,0.937500,0.31064400,0.310644
481,0.939453,0.33035264,0.330353
482,0.941406,0.34610583,0.346106
483,0.943359,0.33350468,0.333505
484,0.945312,0.32243042,0.322430
485,0.947266,0.32775489,0.327755
486,0.949219,0.31114775,0.311148
487,0.951172,0.30250926,0.302509
488,0.953125,0.29338550,0.293385
489,0.955078,0.30069385,0.300694
490,0.957031,0.30606144,0.306061
491,0.958984,0.30324102,0.303241
492,0.960938,0.28540609,0.285406
493,0.962891,0.31838766,0.318388
494,0.964844,0.33251268,0.332513
495,0.966797,0.31807118,0.318071
496,0.968750,0.30442866,0.304429
497,0.970703,0.33357606,0.333576
498,0.972656,0.35724388,0.357244
499,0.974609,0.35418769,0.354188
500,0.976562,0.33580222,0.335802
501,0.978516,0.32012468,0.320125
502,0.980469,0.30807571,0.308076
503,0.982422,0.30316670,0.303167
504,0.984375,0.32805178,0.328052
505,0.986328,0.34130768,0.341308
506,0.988281,0.32614593,0.326146
507,0.990234,0.31086571,0.310866
508,0.992188,0.30522996,0.305230
509,0.994141,0.31714576,0.317146
510,0.996094,0.33595820,0.335958
511,0.998047,0.31380175,0.313802
512,1.000000,0.32213993,0.322140
513,1.001953,0.32652973,0.326530
514,1.003906,0.31525079,0.315251
515,1.005859,0.35440571,0.354406
516,1.007812,0.37704935,0.377049
517,1.009766,0.34274315,0.342743
518,1.011719,0.33119061,0.331191
519,1.013672,0.31901503,0.319015
520,1.015625,0.35135481,0.351355
521,1.017578,0.37498843,0.374988
522,1.019531,0.32324538,0.323245
523,1.021484,0.33770315,0.337703
524,1.023438,0.32900939,0.329009
525,1.025391,0.35318761,0.353188
526,1.027344,0.30048162,0.300482
527,1.029297,0.29000085,0.290001
528,1.031250,0.27935366,0.279354
529,1.033203,0.28164376,0.281644
530,1.035156,0.26572439,0.265724
531,1.037109,0.26375209,0.263752
532,1.039062,0.27702618,0.277026
533,1.041016,0.22130823,0.221308
534,1.042969,0.24571367,0.245714
535,1.044922,0.23339977,0.233400
536,1.046875,0.20091979,0.200920
537,1.048828,0.23283402,0.232834
538,1.050781,0.23165834,0.231658
539,1.052734,0.19329820,0.193298
540,1.054688,0.15484930,0.154849
541,1.056641,0.15199111,0.151991
542,1.058594,0.13401966,0.134020
543,1.060547,0.14256522,0.142565
544,1.062500,0.14836140,0.148361
545,1.064453,0.15065501,0.150655
546,1.066406,0.16121765,0.161218
547,1.068359,0.13842874,0.138429
548,1.070312,0.18345467,0.183455
549,1.072266,0.21390032,0.213900
550,1.074219,0.22626493,0.226265
551,1.076172,0.23680147,0.236801
552,1.078125,0.21072440,0.210724
553,1.080078,0.22982864,0.229829
554,1.082031,0.23441245,0.234412
555,1.083984,0.23092431,0.230924
556,1.085938,0.25265934,0.252659
557,1.087891,0.20788184,0.207882
558,1.089844,0.19446243,0.194462
559,1.091797,0.14247114,0.142471
560,1.093750,0.14120225,0.141202
561,1.095703,0.16470621,0.164706
562,1.097656,0.16787874,0.167879
563,1.099609,0.14917116,0.149171
564,1.101562,0.18406889,0.184069
565,1.103516,0.20566344,0.205663
566,1.105469,0.18163318,0.181633
567,1.107422,0.18153203,0.181532
568,1.109375,0.22374419,0.223744
569,1.111328,0.20663877,0.206639
570,1.113281,0.20590132,0.205901
571,1.115234,0.22164244,0.221642
572,1.117188,0.18851072,0.188511
573,1.119141,0.21164360,0.211644
574,1.121094,0.22339524,0.223395
575,1.123047,0.19071293,0.190713
576,1.125000,0.20752321,0.207523
577,1.126953,0.22062759,0.220628
578,1.128906,0.19645728,0.196457
579,1.130859,0.21190199,0.211902
580,1.132812,0.18668483,0.186685
581,1.134766,0.19137510,0.191375
582,1.136719,0.16173106,0.161731
583,1.138672,0.19364764,0.193648
584,1.140625,0.21093690,0.210937
585,1.142578,0.18202174,0.182022
586,1.144531,0.20696280,0.206963
587,1.146484,0.22461952,0.224620
588,1.148438,0.22064706,0.220647
589,1.150391,0.23739502,0.237395
590,1.152344,0.20066975,0.200670
591,1.154297,0.18945475,0.189455
592,1.156250,0.20027914,0.200279
593,1.158203,0.22727945,0.227279
594,1.160156,0.23918019,0.239180
595,1.162109,0.24392989,0.243930
596,1.164062,0.23776983,0.237770
597,1.166016,0.22010132,0.220101
598,1.167969,0.18963853,0.189639
599,1.169922,0.19482170,0.194822
600,1.171875,0.15785921,0.157859
601,1.173828,0.15686590,0.156866
602,1.175781,0.15175839,0.151758
603,1.177734,0.15735193,0.157352
604,1.179688,0.18273046,0.182730
605,1.181641,0.13575413,0.135754
606,1.183594,0.15312741,0.153127
607,1.185547,0.14700825,0.147008
608,1.187500,0.16164293,0.161643
609,1.189453,0.16858070,0.168581
610,1.191406,0.14319840,0.143198
611,1.193359,0.16268922,0.162689
612,1.195312,0.17046800,0.170468
613,1.197266,0.19518941,0.195189
614,1.199219,0.23536793,0.235368
615,1.201172,0.23679590,0.236796
616,1.203125,0.21686103,0.216861
617,1.205078,0.19483414,0.194834
618,1.207031,0.23699255,0.236993
619,1.208984,0.22763438,0.227634
620,1.210938,0.24638539,0.246385
621,1.212891,0.28222384,0.282224
622,1.214844,0.27651809,0.276518
623,1.216797,0.30321709,0.303217
624,1.218750,0.29373035,0.293730
625,1.220703,0.26681889,0.266819
626,1.222656,0.24966264,0.249663
627,1.224609,0.27358424,0.273584
628,1.226562,0.28529215,0.285292
629,1.228516,0.24931543,0.249315
630,1.230469,0.23159586,0.231596
631,1.232422,0.23528611,0.235286
632,1.234375,0.22888010,0.228880
633,1.236328,0.20245838,0.202458
634,1.238281,0.18334818,0.183348
635,1.240234,0.15887412,0.158874
636,1.242188,0.17166233,0.171662
637,1.244141,0.18650485,0.186505
638,1.246094,0.15059363,0.150594
639,1.248047,0.13988389,0.139884
640,1.250000,0.18203110,0.182031
641,1.251953,0.18038673,0.180387
642,1.253906,0.18964269,0.189643
643,1.255859,0.19728791,0.197288
644,1.257812,0.20777453,0.207775
645,1.259766,0.21446298,0.214463
646,1.261719,0.22559470,0.225595
647,1.263672,0.20792755,0.207928
648,1.265625,0.24624033,0.246240
649,1.267578,0.25178865,0.251789
650,1.269531,0.23816236,0.238162
651,1.271484,0.25463540,0.254635
652,1.273438,0.26345953,0.263460
653,1.275391,0.29740313,0.297403
654,1.277344,0.24106506,0.241065
655,1.279297,0.22985146,0.229851
656,1.281250,0.23673648,0.236736
657,1.283203,0.26227454,0.262275
658,1.285156,0.24876167,0.248762
659,1.287109,0.25357129,0.253571
660,1.289062,0.23252184,0.232522
661,1.291016,0.23307733,0.233077
662,1.292969,0.20760899,0.207609
663,1.294922,0.22741527,0.227415
664,1.296875,0.26004810,0.260048
665,1.298828,0.25076300,0.250763
666,1.300781,0.24096006,0.240960
667,1.302734,0.21257589,0.212576
668,1.304688,0.20528859,0.205289
669,1.306641,0.27681173,0.276812
670,1.308594,0.25989073,0.259891
671,1.310547,0.29244133,0.292441
672,1.312500,0.32476404,0.324764
673,1.314453,0.31951879,0.319519
674,1.316406,0.31467728,0.314677
675,1.318359,0.31805092,0.318051
676,1.320312,0.27264699,0.272647
677,1.322266,0.25192285,0.251923
678,1.324219,0.29563104,0.295631
679,1.326172,0.26192029,0.261920
680,1.328125,0.28862316,0.288623
681,1.330078,0.25506725,0.255067
682,1.332031,0.27948309,0.279483
683,1.333984,0.27487426,0.274874
684,1.335938,0.27357064,0.273571
685,1.337891,0.28814296,0.288143
686,1.339844,0.30336222,0.303362
687,1.341797,0.31416362,0.314164
688,1.343750,0.25437719,0.254377
689,1.345703,0.23901789,0.239018
690,1.347656,0.21869266,0.218693
691,1.349609,0.24214505,0.242145
692,1.351562,0.24306012,0.243060
693,1.353516,0.20682546,0.206825
694,1.355469,0.17163991,0.171640
695,1.357422,0.17302395,0.173024
696,1.359375,0.19708535,0.197085
697,1.361328,0.21387258,0.213873
698,1.363281,0.23613632,0.236136
699,1.365234,0.21357202,0.213572
700,1.367188,0.19241701,0.192417
701,1.369141,0.18707644,0.187076
702,1.371094,0.14818458,0.148185
703,1.373047,0.13060638,0.130606
704,1.375000,0.16625386,0.166254
705,1.376953,0.18163949,0.181639
706,1.378906,0.17745732,0.177457
707,1.380859,0.18860940,0.188609
708,1.382812,0.14751173,0.147512
709,1.384766,0.11138048,0.111380
710,1.386719,0.11258252,0.112583
711,1.388672,0.14857366,0.148574
712,1.390625,0.12064025,0.120640
713,1.392578,0.07190337,0.071903
714,1.394531,0.05146765,0.051468
715,1.396484,0.11797153,0.117972
716,1.398438,0.10925122,0.109251
717,1.400391,0.08551071,0.085511
718,1.402344,0.10799328,0.107993
719,1.404297,0.13054713,0.130547
720,1.406250,0.10929680,0.109297
721,1.408203,0.11950390,0.119504
722,1.410156,0.13227600,0.132276
723,1.412109,0.09323672,0.093237
724,1.414062,0.10537908,0.105379
725,1.416016,0.10857884,0.108579
726,1.417969,0.13404884,0.134049
727,1.419922,0.14223791,0.142238
728,1.421875,0.17939069,0.179391
729,1.423828,0.17470809,0.174708
730,1.425781,0.20251852,0.202519
731,1.427734,0.21298432,0.212984
732,1.429688,0.25189820,0.251898
733,1.431641,0.22331543,0.223315
734,1.433594,0.19320279,0.193203
735,1.435547,0.21969202,0.219692
736,1.437500,0.20366819,0.203668
737,1.439453,0.18349041,0.183490
738,1.441406,0.22388009,0.223880
739,1.443359,0.20018590,0.200186
740,1.445312,0.18547827,0.185478
741,1.447266,0.21455446,0.214554
742,1.449219,0.21307015,0.213070
743,1.451172,0.21191700,0.211917
744,1.453125,0.23651901,0.236519
745,1.455078,0.25026959,0.250270
746,1.457031,0.22278716,0.222787
747,1.458984,0.19922815,0.199228
748,1.460938,0.23877829,0.238778
749,1.462891,0.24550834,0.245508
750,1.464844,0.25085958,0.250860
751,1.466797,0.29745082,0.297451
752,1.468750,0.31479223,0.314792
753,1.470703,0.30424245,0.304242
754,1.472656,0.26151183,0.261512
755,1.474609,0.26585028,0.265850
756,1.476562,0.25603258,0.256033
757,1.478516,0.24266934,0.242669
758,1.480469,0.24394874,0.243949
759,1.482422,0.20597783,0.205978
760,1.484375,0.16930314,0.169303
761,1.486328,0.16941596,0.169416
762,1.488281,0.17334841,0.173348
763,1.490234,0.17454039,0.174540
764,1.492188,0.18130490,0.181305
765,1.494141,0.15534879,0.155349
766,1.496094,0.18571402,0.185714
767,1.498047,0.18979574,0.189796
768,1.500000,0.19713343,0.197133
769,1.501953,0.24352248,0.243522
770,1.503906,0.26090164,0.260902
771,1.505859,0.23197196,0.231972
772,1.507812,0.22883541,0.228835
773,1.509766,0.20967347,0.209673
