sample_idx,time_s,signal_v,ipg_est_mv
82,0.160156,0.22579646,0.225796
83,0.162109,0.27035286,0.270353
84,0.164062,0.29481612,0.294816
85,0.166016,0.28218426,0.282184
86,0.167969,0.28663640,0.286636
87,0.169922,0.29544825,0.295448
88,0.171875,0.33495743,0.334957
89,0.173828,0.36614991,0.366150
90,0.175781,0.31948999,0.319490
91,0.177734,0.33642897,0.336429
92,0.179688,0.32755037,0.327550
93,0.181641,0.31292713,0.312927
94,0.183594,0.33359739,0.333597
95,0.185547,0.32034374,0.320344
96,0.187500,0.33712883,0.337129
97,0.189453,0.31371997,0.313720
98,0.191406,0.29460516,0.294605
99,0.193359,0.32248312,0.322483
100,0.195312,0.31073442,0.310734
101,0.197266,0.23179696,0.231797
102,0.199219,0.22012639,0.220126
103,0.201172,0.27234651,0.272347
104,0.203125,0.29511451,0.295115
105,0.205078,0.28449231,0.284492
106,0.207031,0.27062541,0.270625
107,0.208984,0.29803103,0.298031
108,0.210938,0.30305870,0.303059
109,0.212891,0.30272219,0.302722
110,0.214844,0.31369681,0.313697
111,0.216797,0.32248013,0.322480
112,0.218750,0.29979362,0.299794
113,0.220703,0.33030206,0.330302
114,0.222656,0.29045798,0.290458
115,0.224609,0.25138080,0.251381
116,0.226562,0.23474300,0.234743
117,0.228516,0.25703399,0.257034
118,0.230469,0.27961493,0.279615
119,0.232422,0.28162489,0.281625
120,0.234375,0.34028813,0.340288
121,0.236328,0.31512609,0.315126
122,0.238281,0.28883241,0.288832
123,0.240234,0.26975423,0.269754
124,0.242188,0.26996296,0.269963
125,0.244141,0.32500749,0.325007
126,0.246094,0.33642257,0.336423
127,0.248047,0.30544518,0.305445
128,0.250000,0.34865725,0.348657
129,0.251953,0.36527827,0.365278
130,0.253906,0.34588664,0.345887
131,0.255859,0.33774970,0.337750
132,0.257812,0.31929711,0.319297
133,0.259766,0.30530919,0.305309
134,0.261719,0.29840180,0.298402
135,0.263672,0.27363721,0.273637
136,0.265625,0.27108317,0.271083
137,0.267578,0.25866008,0.258660
138,0.269531,0.26807466,0.268075
139,0.271484,0.28991884,0.289919
140,0.273438,0.30869896,0.308699
141,0.275391,0.31532503,0.315325
142,0.277344,0.32554029,0.325540
143,0.279297,0.31817874,0.318179
144,0.281250,0.33692128,0.336921
145,0.283203,0.35971645,0.359716
146,0.285156,0.38763644,0.387636
147,0.287109,0.41622108,0.416221
148,0.289062,0.44300249,0.443002
149,0.291016,0.39646524,0.396465
150,0.292969,0.34443718,0.344437
151,0.294922,0.34552639,0.345526
152,0.296875,0.30447517,0.304475
153,0.298828,0.29032882,0.290329
154,0.300781,0.30941756,0.309418
155,0.302734,0.32272125,0.322721
156,0.304688,0.29363165,0.293632
157,0.306641,0.31322263,0.313223
158,0.308594,0.25722838,0.257228
159,0.310547,0.29242912,0.292429
160,0.312500,0.30126167,0.301262
161,0.314453,0.31533251,0.315333
162,0.316406,0.34404685,0.344047
163,0.318359,0.37057339,0.370573
164,0.320312,0.39799897,0.397999
165,0.322266,0.39791560,0.397916
166,0.324219,0.38214469,0.382145
167,0.326172,0.37607399,0.376074
168,0.328125,0.39013666,0.390137
169,0.330078,0.37392475,0.373925
170,0.332031,0.33347479,0.333475
171,0.333984,0.31094938,0.310949
172,0.335938,0.28824792,0.288248
173,0.337891,0.26380288,0.263803
174,0.339844,0.26079652,0.260797
175,0.341797,0.29658567,0.296586
176,0.343750,0.30421989,0.304220
177,0.345703,0.30728653,0.307287
178,0.347656,0.26600703,0.266007
179,0.349609,0.28910536,0.289105
180,0.351562,0.27384019,0.273840
181,0.353516,0.22831569,0.228316
182,0.355469,0.24398448,0.243984
183,0.357422,0.23070432,0.230704
184,0.359375,0.25817433,0.258174
185,0.361328,0.29377941,0.293779
186,0.363281,0.30721868,0.307219
187,0.365234,0.30639998,0.306400
188,0.367188,0.27079028,0.270790
189,0.369141,0.24539728,0.245397
190,0.371094,0.21743820,0.217438
191,0.373047,0.25607183,0.256072
192,0.375000,0.26942960,0.269430
193,0.376953,0.29493662,0.294937
194,0.378906,0.29066850,0.290669
195,0.380859,0.27620826,0.276208
196,0.382812,0.28303561,0.283036
197,0.384766,0.27837825,0.278378
198,0.386719,0.26928320,0.269283
199,0.388672,0.29355042,0.293550
200,0.390625,0.33646877,0.336469
201,0.392578,0.35218399,0.352184
202,0.394531,0.36045645,0.360456
203,0.396484,0.37308850,0.373089
204,0.398438,0.38394712,0.383947
205,0.400391,0.35215206,0.352152
206,0.402344,0.37327464,0.373275
207,0.404297,0.35893578,0.358936
208,0.406250,0.35151382,0.351514
209,0.408203,0.37081985,0.370820
210,0.410156,0.32557281,0.325573
211,0.412109,0.27482953,0.274830
212,0.414062,0.27236381,0.272364
213,0.416016,0.28526616,0.285266
214,0.417969,0.29550375,0.295504
215,0.419922,0.30168549,0.301685
216,0.421875,0.31787039,0.317870
217,0.423828,0.27543491,0.275435
218,0.425781,0.30048474,0.300485
219,0.427734,0.32610236,0.326102
220,0.429688,0.28467744,0.284677
221,0.431641,0.28752426,0.287524
222,0.433594,0.28647281,0.286473
223,0.435547,0.30596427,0.305964
224,0.437500,0.26180284,0.261803
225,0.439453,0.27020833,0.270208
226,0.441406,0.28437891,0.284379
227,0.443359,0.27998656,0.279987
228,0.445312,0.26250305,0.262503
229,0.447266,0.25568149,0.255681
230,0.449219,0.23794521,0.237945
231,0.451172,0.21334486,0.213345
232,0.453125,0.22111835,0.221118
233,0.455078,0.23128968,0.231290
234,0.457031,0.21373555,0.213736
235,0.458984,0.21567530,0.215675
236,0.460938,0.21856432,0.218564
237,0.462891,0.24945722,0.249457
238,0.464844,0.21658972,0.216590
239,0.466797,0.21891988,0.218920
240,0.468750,0.21193738,0.211937
241,0.470703,0.24356092,0.243561
242,0.472656,0.25236521,0.252365
243,0.474609,0.28455780,0.284558
244,0.476562,0.29840896,0.298409
245,0.478516,0.27544244,0.275442
246,0.480469,0.27098032,0.270980
247,0.482422,0.26257243,0.262572
248,0.484375,0.27619702,0.276197
249,0.486328,0.27303404,0.273034
250,0.488281,0.28898084,0.288981
251,0.490234,0.27192744,0.271927
252,0.492188,0.25639195,0.256392
253,0.494141,0.24972051,0.249721
254,0.496094,0.24371711,0.243717
255,0.498047,0.26059641,0.260596
256,0.500000,0.24053121,0.240531
257,0.501953,0.24442342,0.244423
258,0.503906,0.24264108,0.242641
259,0.505859,0.21689145,0.216891
260,0.507812,0.23257234,0.232572
261,0.509766,0.22618473,0.226185
262,0.511719,0.19778014,0.197780
263,0.513672,0.22872073,0.228721
264,0.515625,0.23503837,0.235038
265,0.517578,0.25076123,0.250761
266,0.519531,0.26764364,0.267644
267,0.521484,0.30666899,0.306669
268,0.523438,0.31355917,0.313559
269,0.525391,0.30822597,0.308226
270,0.527344,0.31542438,0.315424
271,0.529297,0.34056659,0.340567
272,0.531250,0.36126435,0.361264
273,0.533203,0.36751740,0.367517
274,0.535156,0.31501390,0.315014
275,0.537109,0.27024015,0.270240
276,0.539062,0.26206962,0.262070
277,0.541016,0.30636512,0.306365
278,0.542969,0.30218201,0.302182
279,0.544922,0.28134173,0.281342
280,0.546875,0.26885317,0.268853
281,0.548828,0.26561064,0.265611
282,0.550781,0.27057738,0.270577
283,0.552734,0.24143369,0.241434
284,0.554688,0.26378032,0.263780
285,0.556641,0.29879470,0.298795
286,0.558594,0.31235765,0.312358
287,0.560547,0.33439582,0.334396
288,0.562500,0.32834880,0.328349
289,0.564453,0.29547637,0.295476
290,0.566406,0.30637619,0.306376
291,0.568359,0.32185992,0.321860
292,0.570312,0.30389286,0.303893
293,0.572266,0.32137959,0.321380
294,0.574219,0.32475472,0.324755
295,0.576172,0.33867697,0.338677
296,0.578125,0.32685178,0.326852
297,0.580078,0.30879989,0.308800
298,0.582031,0.31569308,0.315693
299,0.583984,0.31189976,0.311900
300,0.585938,0.31934812,0.319348
301,0.587891,0.31747969,0.317480
302,0.589844,0.28523871,0.285239
303,0.591797,0.29039342,0.290393
304,0.593750,0.30159661,0.301597
305,0.595703,0.26047430,0.260474
306,0.597656,0.26139276,0.261393
307,0.599609,0.29288799,0.292888
308,0.601562,0.32232358,0.322324
309,0.603516,0.29652342,0.296523
310,0.605469,0.29381889,0.293819
311,0.607422,0.25771816,0.257718
312,0.609375,0.26120766,0.261208
313,0.611328,0.27199376,0.271994
314,0.613281,0.26759203,0.267592
315,0.615234,0.28128734,0.281287
316,0.617188,0.24678273,0.246783
317,0.619141,0.24593903,0.245939
318,0.621094,0.24865328,0.248653
319,0.623047,0.26741149,0.267411
320,0.625000,0.28220952,0.282210
321,0.626953,0.24602759,0.246028
322,0.628906,0.22590182,0.225902
323,0.630859,0.25969565,0.259696
324,0.632812,0.26455815,0.264558
325,0.634766,0.25102738,0.251027
326,0.636719,0.24646619,0.246466
327,0.638672,0.27563354,0.275634
328,0.640625,0.25627989,0.256280
329,0.642578,0.24588467,0.245885
330,0.644531,0.26258824,0.262588
331,0.646484,0.24000824,0.240008
332,0.648438,0.25312519,0.253125
333,0.650391,0.17389795,0.173898
334,0.652344,0.15829731,0.158297
335,0.654297,0.20111918,0.201119
336,0.656250,0.19593380,0.195934
337,0.658203,0.21636621,0.216366
338,0.660156,0.21317525,0.213175
339,0.662109,0.20999525,0.209995
340,0.664062,0.20610697,0.206107
341,0.666016,0.23789364,0.237894
342,0.667969,0.25025734,0.250257
343,0.669922,0.27151844,0.271518
344,0.671875,0.29589971,0.295900
345,0.673828,0.27127550,0.271275
346,0.675781,0.26283977,0.262840
347,0.677734,0.25947393,0.259474
348,0.679688,0.25788276,0.257883
349,0.681641,0.23099147,0.230991
350,0.683594,0.22801077,0.228011
351,0.685547,0.25039266,0.250393
352,0.687500,0.18431802,0.184318
353,0.689453,0.16265102,0.162651
354,0.691406,0.22391062,0.223911
355,0.693359,0.19783377,0.197834
356,0.695312,0.21530587,0.215306
357,0.697266,0.23474662,0.234747
358,0.699219,0.27755143,0.277551
359,0.701172,0.24977814,0.249778
360,0.703125,0.25598280,0.255983
361,0.705078,0.25570512,0.255705
362,0.707031,0.29451257,0.294513
363,0.708984,0.28729616,0.287296
364,0.710938,0.27735618,0.277356
365,0.712891,0.26886811,0.268868
366,0.714844,0.25342417,0.253424
367,0.716797,0.25581250,0.255812
368,0.718750,0.26760341,0.267603
369,0.720703,0.26452751,0.264528
370,0.722656,0.26843956,0.268440
371,0.724609,0.25251753,0.252518
372,0.726562,0.25452144,0.254521
373,0.728516,0.22527706,0.225277
374,0.730469,0.21308990,0.213090
375,0.732422,0.24381694,0.243817
376,0.734375,0.23084919,0.230849
377,0.736328,0.24546817,0.245468
378,0.738281,0.22914894,0.229149
379,0.740234,0.20569493,0.205695
380,0.742188,0.20071764,0.200718
381,0.744141,0.22240329,0.222403
382,0.746094,0.24133339,0.241333
383,0.748047,0.26544078,0.265441
384,0.750000,0.26996533,0.269965
385,0.751953,0.25114994,0.251150
386,0.753906,0.22450765,0.224508
387,0.755859,0.21019010,0.210190
388,0.757812,0.20410239,0.204102
389,0.759766,0.22088969,0.220890
390,0.761719,0.22809131,0.228091
391,0.763672,0.25896101,0.258961
392,0.765625,0.30483828,0.304838
393,0.767578,0.33034485,0.330345
394,0.769531,0.32685827,0.326858
395,0.771484,0.32316898,0.323169
396,0.773438,0.37042032,0.370420
397,0.775391,0.38356572,0.383566
398,0.777344,0.36456120,0.364561
399,0.779297,0.35994307,0.359943
400,0.781250,0.34933766,0.349338
401,0.783203,0.31189571,0.311896
402,0.785156,0.29807821,0.298078
403,0.787109,0.28478441,0.284784
404,0.789062,0.23999041,0.239990
405,0.791016,0.22969958,0.229700
406,0.792969,0.21944208,0.219442
407,0.794922,0.25260955,0.252610
408,0.796875,0.25553544,0.255535
409,0.798828,0.24400141,0.244001
410,0.800781,0.23473434,0.234734
411,0.802734,0.18979895,0.189799
412,0.804688,0.16420501,0.164205
413,0.806641,0.20322866,0.203229
414,0.808594,0.21462274,0.214623
415,0.810547,0.27048605,0.270486
416,0.812500,0.26378247,0.263782
417,0.814453,0.29419131,0.294191
418,0.816406,0.28033003,0.280330
419,0.818359,0.28820547,0.288205
420,0.820312,0.30524441,0.305244
421,0.822266,0.32048315,0.320483
422,0.824219,0.31103428,0.311034
423,0.826172,0.33354854,0.333549
424,0.828125,0.31831418,0.318314
425,0.830078,0.32510337,0.325103
426,0.832031,0.29791721,0.297917
427,0.833984,0.25847527,0.258475
428,0.835938,0.24487904,0.244879
429,0.837891,0.21242662,0.212427
430,0.839844,0.20893561,0.208936
431,0.841797,0.17876553,0.178766
432,0.843750,0.18568833,0.185688
433,0.845703,0.18997511,0.189975
434,0.847656,0.19750164,0.197502
435,0.849609,0.24506106,0.245061
436,0.851562,0.23849897,0.238499
437,0.853516,0.24050022,0.240500
438,0.855469,0.21175607,0.211756
439,0.857422,0.22777338,0.227773
440,0.859375,0.21584275,0.215843
441,0.861328,0.18835985,0.188360
442,0.863281,0.16616834,0.166168
443,0.865234,0.16072656,0.160727
444,0.867188,0.17463435,0.174634
445,0.869141,0.22074126,0.220741
446,0.871094,0.26178515,0.261785
447,0.873047,0.24206691,0.242067
448,0.875000,0.24950200,0.249502
449,0.876953,0.25115921,0.251159
450,0.878906,0.23951843,0.239518
451,0.880859,0.22653242,0.226532
452,0.882812,0.23637650,0.236377
453,0.884766,0.27780308,0.277803
454,0.886719,0.24528446,0.245284
455,0.888672,0.25742368,0.257424
456,0.890625,0.26391654,0.263917
457,0.892578,0.29755693,0.297557
458,0.894531,0.30269962,0.302700
459,0.896484,0.27325184,0.273252
460,0.898438,0.30242910,0.302429
461,0.900391,0.27412598,0.274126
462,0.902344,0.26074714,0.260747
463,0.904297,0.24038797,0.240388
464,0.906250,0.24812989,0.248130
465,0.908203,0.21385960,0.213860
466,0.910156,0.20913601,0.209136
467,0.912109,0.18994758,0.189948
468,0.914062,0.19432700,0.194327
469,0.916016,0.19823468,0.198235
470,0.917969,0.20312560,0.203126
471,0.919922,0.23954399,0.239544
472,0.921875,0.24219300,0.242193
473,0.923828,0.26923314,0.269233
474,0.925781,0.26766213,0.267662
475,0.927734,0.25716649,0.257166
476,0.929688,0.29425152,0.294252
477,0.931641,0.30614167,0.306142
478,0.933594,0.27322299,0.273223
479,0.935547,0.27366365,0.273664
480,0.937500,0.24268237,0.242682
481,0.939453,0.24177670,0.241777
482,0.941406,0.24188426,0.241884
483,0.943359,0.26469814,0.264698
484,0.945312,0.30003249,0.300032
485,0.947266,0.29901645,0.299016
486,0.949219,0.24687577,0.246876
487,0.951172,0.23251787,0.232518
488,0.953125,0.21106874,0.211069
489,0.955078,0.22066855,0.220669
490,0.957031,0.24234988,0.242350
491,0.958984,0.26004183,0.260042
492,0.960938,0.24153516,0.241535
493,0.962891,0.26405334,0.264053
494,0.964844,0.24407322,0.244073
495,0.966797,0.23744345,0.237443
496,0.968750,0.29812722,0.298127
497,0.970703,0.30295201,0.302952
498,0.972656,0.30158956,0.301590
499,0.974609,0.31207681,0.312077
500,0.976562,0.26842260,0.268423
501,0.978516,0.27884860,0.278849
502,0.980469,0.26118691,0.261187
503,0.982422,0.26342096,0.263421
504,0.984375,0.27794303,0.277943
505,0.986328,0.26324753,0.263248
506,0.988281,0.22361373,0.223614
507,0.990234,0.23429441,0.234294
508,0.992188,0.25978374,0.259784
509,0.994141,0.22916749,0.229167
510,0.996094,0.22283102,0.222831
511,0.998047,0.23701503,0.237015
512,1.000000,0.25974293,0.259743
513,1.001953,0.23923311,0.239233
514,1.003906,0.20023384,0.200234
515,1.005859,0.19568925,0.195689
516,1.007812,0.19814527,0.198145
517,1.009766,0.18263825,0.182638
518,1.011719,0.21187769,0.211878
519,1.013672,0.23393437,0.233934
520,1.015625,0.22985086,0.229851
521,1.017578,0.22732848,0.227328
522,1.019531,0.21966418,0.219664
523,1.021484,0.22524950,0.225249
524,1.023438,0.24996116,0.249961
525,1.025391,0.23743933,0.237439
526,1.027344,0.24704649,0.247046
527,1.029297,0.25724507,0.257245
528,1.031250,0.26560819,0.265608
529,1.033203,0.24365035,0.243650
530,1.035156,0.23295857,0.232959
531,1.037109,0.21990239,0.219902
532,1.039062,0.18171701,0.181717
533,1.041016,0.18578080,0.185781
534,1.042969,0.19225987,0.192260
535,1.044922,0.23808883,0.238089
536,1.046875,0.25239082,0.252391
537,1.048828,0.23735959,0.237360
538,1.050781,0.24049154,0.240492
539,1.052734,0.21977202,0.219772
540,1.054688,0.20536711,0.205367
541,1.056641,0.24027181,0.240272
542,1.058594,0.25672837,0.256728
543,1.060547,0.28362736,0.283627
544,1.062500,0.27468117,0.274681
545,1.064453,0.26983108,0.269831
546,1.066406,0.25631034,0.256310
547,1.068359,0.23665642,0.236656
548,1.070312,0.26776328,0.267763
549,1.072266,0.26582735,0.265827
550,1.074219,0.29769730,0.297697
551,1.076172,0.29379566,0.293796
552,1.078125,0.28290073,0.282901
553,1.080078,0.26928976,0.269290
554,1.082031,0.24107407,0.241074
555,1.083984,0.23320227,0.233202
556,1.085938,0.25604730,0.256047
557,1.087891,0.24913857,0.249139
558,1.089844,0.24997959,0.249980
559,1.091797,0.26100452,0.261005
560,1.093750,0.26225579,0.262256
561,1.095703,0.26407191,0.264072
562,1.097656,0.27471881,0.274719
563,1.099609,0.29389943,0.293899
564,1.101562,0.25425464,0.254255
565,1.103516,0.28240721,0.282407
566,1.105469,0.28813922,0.288139
567,1.107422,0.29118146,0.291181
568,1.109375,0.26579148,0.265791
569,1.111328,0.22125579,0.221256
570,1.113281,0.24455920,0.244559
571,1.115234,0.25123212,0.251232
572,1.117188,0.22612058,0.226121
573,1.119141,0.23244678,0.232447
574,1.121094,0.23293254,0.232933
575,1.123047,0.25201772,0.252018
576,1.125000,0.26074884,0.260749
577,1.126953,0.26427986,0.264280
578,1.128906,0.24105019,0.241050
579,1.130859,0.23442752,0.234428
580,1.132812,0.22575618,0.225756
581,1.134766,0.24401982,0.244020
582,1.136719,0.25756559,0.257566
583,1.138672,0.25072016,0.250720
584,1.140625,0.25531958,0.255320
585,1.142578,0.26681720,0.266817
586,1.144531,0.24603628,0.246036
587,1.146484,0.27523050,0.275230
588,1.148438,0.27671089,0.276711
589,1.150391,0.22311794,0.223118
590,1.152344,0.22212423,0.222124
591,1.154297,0.19557216,0.195572
592,1.156250,0.15951799,0.159518
593,1.158203,0.17040405,0.170404
594,1.160156,0.12279873,0.122799
595,1.162109,0.13951059,0.139511
596,1.164062,0.17564280,0.175643
597,1.166016,0.19649022,0.196490
598,1.167969,0.16917676,0.169177
599,1.169922,0.15836811,0.158368
600,1.171875,0.16570462,0.165705
601,1.173828,0.16879874,0.168799
602,1.175781,0.13835774,0.138358
603,1.177734,0.15001022,0.150010
604,1.179688,0.16594116,0.165941
605,1.181641,0.17484148,0.174841
606,1.183594,0.15975876,0.159759
607,1.185547,0.11983125,0.119831
608,1.187500,0.06990600,0.069906
609,1.189453,0.10515522,0.105155
610,1.191406,0.14593146,0.145931
611,1.193359,0.13684922,0.136849
612,1.195312,0.17648720,0.176487
613,1.197266,0.23590855,0.235909
614,1.199219,0.20164372,0.201644
615,1.201172,0.22267302,0.222673
616,1.203125,0.23652448,0.236524
617,1.205078,0.19739281,0.197393
618,1.207031,0.17597892,0.175979
619,1.208984,0.23005629,0.230056
620,1.210938,0.18573777,0.185738
621,1.212891,0.12388989,0.123890
622,1.214844,0.11151176,0.111512
623,1.216797,0.11710568,0.117106
624,1.218750,0.11145116,0.111451
625,1.220703,0.12007279,0.120073
626,1.222656,0.16606054,0.166061
627,1.224609,0.16497201,0.164972
628,1.226562,0.14951318,0.149513
629,1.228516,0.13931323,0.139313
630,1.230469,0.13193757,0.131938
631,1.232422,0.12017850,0.120179
632,1.234375,0.14790777,0.147908
633,1.236328,0.12631178,0.126312
634,1.238281,0.14482634,0.144826
635,1.240234,0.18304147,0.183041
636,1.242188,0.20822193,0.208222
637,1.244141,0.21291376,0.212914
638,1.246094,0.20167789,0.201678
639,1.248047,0.22127923,0.221279
640,1.250000,0.17170093,0.171701
641,1.251953,0.15590381,0.155904
642,1.253906,0.19331109,0.193311
643,1.255859,0.19084733,0.190847
644,1.257812,0.20778085,0.207781
645,1.259766,0.20469893,0.204699
646,1.261719,0.22541106,0.225411
647,1.263672,0.21763200,0.217632
648,1.265625,0.21480462,0.214805
649,1.267578,0.22491813,0.224918
650,1.269531,0.20650961,0.206510
651,1.271484,0.19459895,0.194599
652,1.273438,0.21382250,0.213822
653,1.275391,0.21538798,0.215388
654,1.277344,0.23390967,0.233910
655,1.279297,0.24176318,0.241763
656,1.281250,0.23471228,0.234712
657,1.283203,0.19977120,0.199771
658,1.285156,0.21335518,0.213355
659,1.287109,0.22486515,0.224865
660,1.289062,0.20860101,0.208601
661,1.291016,0.21477650,0.214777
662,1.292969,0.20249940,0.202499
663,1.294922,0.17060118,0.170601
664,1.296875,0.20339370,0.203394
665,1.298828,0.21273022,0.212730
666,1.300781,0.21213634,0.212136
667,1.302734,0.20024068,0.200241
668,1.304688,0.18407577,0.184076
669,1.306641,0.18063540,0.180635
670,1.308594,0.20578760,0.205788
671,1.310547,0.20506223,0.205062
672,1.312500,0.21437260,0.214373
673,1.314453,0.20524766,0.205248
674,1.316406,0.17711312,0.177113
675,1.318359,0.19512795,0.195128
676,1.320312,0.22295895,0.222959
677,1.322266,0.21770759,0.217708
678,1.324219,0.18782775,0.187828
679,1.326172,0.16454917,0.164549
680,1.328125,0.19921658,0.199217
681,1.330078,0.19597511,0.195975
682,1.332031,0.15846044,0.158460
683,1.333984,0.15347880,0.153479
684,1.335938,0.19170450,0.191704
685,1.337891,0.22170876,0.221709
686,1.339844,0.22752454,0.227525
687,1.341797,0.22995455,0.229955
688,1.343750,0.28358571,0.283586
689,1.345703,0.28915773,0.289158
690,1.347656,0.23639702,0.236397
691,1.349609,0.25855089,0.258551
692,1.351562,0.27518375,0.275184
693,1.353516,0.28942814,0.289428
694,1.355469,0.26662074,0.266621
695,1.357422,0.26922021,0.269220
696,1.359375,0.26301627,0.263016
697,1.361328,0.25878911,0.258789
698,1.363281,0.22151213,0.221512
699,1.365234,0.20700084,0.207001
700,1.367188,0.18104365,0.181044
701,1.369141,0.18255262,0.182553
702,1.371094,0.18482306,0.184823
703,1.373047,0.22494451,0.224945
704,1.375000,0.23750816,0.237508
705,1.376953,0.18832402,0.188324
706,1.378906,0.19236660,0.192367
707,1.380859,0.17109568,0.171096
708,1.382812,0.18660522,0.186605
709,1.384766,0.20188364,0.201884
710,1.386719,0.18178053,0.181781
711,1.388672,0.16887719,0.168877
712,1.390625,0.16929178,0.169292
713,1.392578,0.15486401,0.154864
714,1.394531,0.11843744,0.118437
715,1.396484,0.14799416,0.147994
716,1.398438,0.16600008,0.166000
717,1.400391,0.20160829,0.201608
718,1.402344,0.18405992,0.184060
719,1.404297,0.17879960,0.178800
720,1.406250,0.22526970,0.225270
721,1.408203,0.24375914,0.243759
722,1.410156,0.26892807,0.268928
723,1.412109,0.28781856,0.287819
724,1.414062,0.28877193,0.288772
725,1.416016,0.29804521,0.298045
726,1.417969,0.29937924,0.299379
727,1.419922,0.22875532,0.228755
728,1.421875,0.24523573,0.245236
729,1.423828,0.23942625,0.239426
730,1.425781,0.21701658,0.217017
731,1.427734,0.17906283,0.179063
732,1.429688,0.16361758,0.163618
733,1.431641,0.15994786,0.159948
734,1.433594,0.15969567,0.159696
735,1.435547,0.11914757,0.119148
736,1.437500,0.13445274,0.134453
737,1.439453,0.13728896,0.137289
738,1.441406,0.11625232,0.116252
739,1.443359,0.13978148,0.139781
740,1.445312,0.14159076,0.141591
741,1.447266,0.13520101,0.135201
742,1.449219,0.13326981,0.133270
743,1.451172,0.12507921,0.125079
744,1.453125,0.14277536,0.142775
745,1.455078,0.11466919,0.114669
746,1.457031,0.09698745,0.096987
747,1.458984,0.09391823,0.093918
748,1.460938,0.04774945,0.047749
749,1.462891,0.06921051,0.069211
750,1.464844,0.08110933,0.081109
751,1.466797,0.10287137,0.102871
752,1.468750,0.11613867,0.116139
753,1.470703,0.12707659,0.127077
754,1.472656,0.13915917,0.139159
755,1.474609,0.14269008,0.142690
756,1.476562,0.15146150,0.151461
757,1.478516,0.15993329,0.159933
758,1.480469,0.16322224,0.163222
759,1.482422,0.18060216,0.180602
760,1.484375,0.16119566,0.161196
761,1.486328,0.16872122,0.168721
762,1.488281,0.19302493,0.193025
763,1.490234,0.17168657,0.171687
764,1.492188,0.17999901,0.179999
765,1.494141,0.15108243,0.151082
766,1.496094,0.15597847,0.155978
767,1.498047,0.15343781,0.153438
768,1.500000,0.12995945,0.129959
769,1.501953,0.11372652,0.113727
770,1.503906,0.08785302,0.087853
771,1.505859,0.05694058,0.056941
772,1.507812,0.09225144,0.092251
773,1.509766,0.08411012,0.084110
774,1.511719,0.05921026,0.059210
