sample_idx,time_s,signal_v,ipg_est_mv
121,0.236328,-0.06047265,-0.060473
122,0.238281,-0.08476134,-0.084761
123,0.240234,-0.05954755,-0.059548
124,0.242188,-0.05678384,-0.056784
125,0.244141,-0.00606030,-0.006060
126,0.246094,-0.01054473,-0.010545
127,0.248047,-0.05439426,-0.054394
128,0.250000,-0.02855724,-0.028557
129,0.251953,-0.01061684,-0.010617
130,0.253906,0.00621312,0.006213
131,0.255859,0.00149944,0.001499
132,0.257812,0.01482743,0.014827
133,0.259766,-0.00365150,-0.003652
134,0.261719,-0.01734510,-0.017345
135,0.263672,-0.09757610,-0.097576
136,0.265625,-0.09288092,-0.092881
137,0.267578,-0.05462138,-0.054621
138,0.269531,-0.09025376,-0.090254
139,0.271484,-0.10459412,-0.104594
140,0.273438,-0.06077399,-0.060774
141,0.275391,-0.06175350,-0.061753
142,0.277344,-0.05460965,-0.054610
143,0.279297,-0.04355032,-0.043550
144,0.281250,-0.01582447,-0.015824
145,0.283203,-0.00425119,-0.004251
146,0.285156,-0.03187494,-0.031875
147,0.287109,-0.00143786,-0.001438
148,0.289062,-0.00510837,-0.005108
149,0.291016,0.00527711,0.005277
150,0.292969,-0.01737665,-0.017377
151,0.294922,-0.00818679,-0.008187
152,0.296875,0.00784454,0.007845
153,0.298828,-0.04948609,-0.049486
154,0.300781,-0.03505694,-0.035057
155,0.302734,-0.06535133,-0.065351
156,0.304688,-0.11239940,-0.112399
157,0.306641,-0.13186774,-0.131868
158,0.308594,-0.12661803,-0.126618
159,0.310547,-0.12714480,-0.127145
160,0.312500,-0.14259424,-0.142594
161,0.314453,-0.10003032,-0.100030
162,0.316406,-0.06604602,-0.066046
163,0.318359,-0.05115224,-0.051152
164,0.320312,-0.04811571,-0.048116
165,0.322266,-0.04048538,-0.040485
166,0.324219,-0.04896024,-0.048960
167,0.326172,-0.05601610,-0.056016
168,0.328125,0.01538381,0.015384
169,0.330078,0.06134329,0.061343
170,0.332031,0.03964052,0.039641
171,0.333984,0.00741423,0.007414
172,0.335938,0.01211469,0.012115
173,0.337891,0.05503010,0.055030
174,0.339844,0.01845645,0.018456
175,0.341797,-0.00358183,-0.003582
176,0.343750,-0.00424923,-0.004249
177,0.345703,-0.02304196,-0.023042
178,0.347656,-0.02174065,-0.021741
179,0.349609,-0.02176680,-0.021767
180,0.351562,-0.01437261,-0.014373
181,0.353516,-0.01624642,-0.016246
182,0.355469,-0.02545808,-0.025458
183,0.357422,-0.04237955,-0.042380
184,0.359375,-0.03603342,-0.036033
185,0.361328,-0.05068301,-0.050683
186,0.363281,-0.01942785,-0.019428
187,0.365234,-0.05756552,-0.057566
188,0.367188,-0.08358202,-0.083582
189,0.369141,-0.06366168,-0.063662
190,0.371094,-0.05046010,-0.050460
191,0.373047,-0.03451402,-0.034514
192,0.375000,-0.03439917,-0.034399
193,0.376953,-0.04131140,-0.041311
194,0.378906,-0.04339430,-0.043394
195,0.380859,-0.06868002,-0.068680
196,0.382812,-0.07738476,-0.077385
197,0.384766,-0.07439752,-0.074398
198,0.386719,-0.02956939,-0.029569
199,0.388672,-0.06590337,-0.065903
200,0.390625,-0.04451011,-0.044510
201,0.392578,-0.05618151,-0.056182
202,0.394531,-0.02765624,-0.027656
203,0.396484,0.03863551,0.038636
204,0.398438,0.03814866,0.038149
205,0.400391,-0.00079999,-0.000800
206,0.402344,0.05367432,0.053674
207,0.404297,0.04563726,0.045637
208,0.406250,0.03475889,0.034759
209,0.408203,-0.01221587,-0.012216
210,0.410156,-0.05008203,-0.050082
211,0.412109,0.00678505,0.006785
212,0.414062,-0.03481891,-0.034819
213,0.416016,-0.02629020,-0.026290
214,0.417969,0.01868873,0.018689
215,0.419922,0.01835076,0.018351
216,0.421875,-0.02453120,-0.024531
217,0.423828,-0.03626474,-0.036265
218,0.425781,0.00183487,0.001835
219,0.427734,-0.00529230,-0.005292
220,0.429688,0.03057515,0.030575
221,0.431641,-0.00893465,-0.008935
222,0.433594,-0.05693240,-0.056932
223,0.435547,-0.01509816,-0.015098
224,0.437500,-0.01910715,-0.019107
225,0.439453,-0.07378447,-0.073784
226,0.441406,-0.09448407,-0.094484
227,0.443359,-0.11609305,-0.116093
228,0.445312,-0.09419989,-0.094200
229,0.447266,-0.09149474,-0.091495
230,0.449219,-0.13187035,-0.131870
231,0.451172,-0.11094242,-0.110942
232,0.453125,-0.10428523,-0.104285
233,0.455078,-0.12087787,-0.120878
234,0.457031,-0.11055044,-0.110550
235,0.458984,-0.10687865,-0.106879
236,0.460938,-0.07429231,-0.074292
237,0.462891,-0.01637284,-0.016373
238,0.464844,-0.05497175,-0.054972
239,0.466797,-0.03718242,-0.037182
240,0.468750,-0.01193047,-0.011930
241,0.470703,0.00921509,0.009215
242,0.472656,0.00837910,0.008379
243,0.474609,0.02319094,0.023191
244,0.476562,-0.01961126,-0.019611
245,0.478516,-0.00772679,-0.007727
246,0.480469,0.00110730,0.001107
247,0.482422,-0.01976668,-0.019767
248,0.484375,0.05535293,0.055353
249,0.486328,-0.03349987,-0.033500
250,0.488281,-0.04342932,-0.043429
251,0.490234,-0.03550802,-0.035508
252,0.492188,-0.04772320,-0.047723
253,0.494141,-0.06102988,-0.061030
254,0.496094,-0.00224406,-0.002244
255,0.498047,-0.05847761,-0.058478
256,0.500000,-0.09714542,-0.097145
257,0.501953,-0.04785752,-0.047858
258,0.503906,-0.03613069,-0.036131
259,0.505859,-0.00836280,-0.008363
260,0.507812,-0.01451005,-0.014510
261,0.509766,-0.03483884,-0.034839
262,0.511719,-0.08473959,-0.084740
263,0.513672,-0.11333680,-0.113337
264,0.515625,-0.15049167,-0.150492
265,0.517578,-0.12556203,-0.125562
266,0.519531,-0.12583204,-0.125832
267,0.521484,-0.14358320,-0.143583
268,0.523438,-0.12998583,-0.129986
269,0.525391,-0.14433413,-0.144334
270,0.527344,-0.13821905,-0.138219
271,0.529297,-0.15941815,-0.159418
272,0.531250,-0.12804098,-0.128041
273,0.533203,-0.04790597,-0.047906
274,0.535156,-0.04787710,-0.047877
275,0.537109,-0.05200766,-0.052008
276,0.539062,-0.06781483,-0.067815
277,0.541016,-0.05957966,-0.059580
278,0.542969,-0.02219514,-0.022195
279,0.544922,-0.08799575,-0.087996
280,0.546875,-0.07928240,-0.079282
281,0.548828,-0.09382021,-0.093820
282,0.550781,-0.08111716,-0.081117
283,0.552734,-0.12294306,-0.122943
284,0.554688,-0.13071284,-0.130713
285,0.556641,-0.11983613,-0.119836
286,0.558594,-0.16440881,-0.164409
287,0.560547,-0.11433204,-0.114332
288,0.562500,-0.11450322,-0.114503
289,0.564453,-0.07053091,-0.070531
290,0.566406,-0.07553424,-0.075534
291,0.568359,-0.11047801,-0.110478
292,0.570312,-0.12921134,-0.129211
293,0.572266,-0.16088321,-0.160883
294,0.574219,-0.13916700,-0.139167
295,0.576172,-0.17253950,-0.172540
296,0.578125,-0.15589200,-0.155892
297,0.580078,-0.14949059,-0.149491
298,0.582031,-0.14619078,-0.146191
299,0.583984,-0.10893682,-0.108937
300,0.585938,-0.13111063,-0.131111
301,0.587891,-0.13872701,-0.138727
302,0.589844,-0.10689825,-0.106898
303,0.591797,-0.11644253,-0.116443
304,0.593750,-0.08834621,-0.088346
305,0.595703,-0.13448670,-0.134487
306,0.597656,-0.14142070,-0.141421
307,0.599609,-0.11753380,-0.117534
308,0.601562,-0.11191263,-0.111913
309,0.603516,-0.08816988,-0.088170
310,0.605469,-0.08315238,-0.083152
311,0.607422,-0.12105032,-0.121050
312,0.609375,-0.06739226,-0.067392
313,0.611328,-0.09042438,-0.090424
314,0.613281,-0.07805794,-0.078058
315,0.615234,-0.04803355,-0.048034
316,0.617188,-0.00282157,-0.002822
317,0.619141,0.01523703,0.015237
318,0.621094,-0.05609038,-0.056090
319,0.623047,-0.05222268,-0.052223
320,0.625000,-0.05969145,-0.059691
321,0.626953,-0.10350154,-0.103502
322,0.628906,-0.07777020,-0.077770
323,0.630859,-0.12410314,-0.124103
324,0.632812,-0.10921132,-0.109211
325,0.634766,-0.10964212,-0.109642
326,0.636719,-0.11506975,-0.115070
327,0.638672,-0.09993322,-0.099933
328,0.640625,-0.10521394,-0.105214
329,0.642578,-0.09326034,-0.093260
330,0.644531,-0.09648803,-0.096488
331,0.646484,-0.05494601,-0.054946
332,0.648438,-0.02664945,-0.026649
333,0.650391,-0.12240572,-0.122406
334,0.652344,-0.14101878,-0.141019
335,0.654297,-0.06589196,-0.065892
336,0.656250,-0.09200705,-0.092007
337,0.658203,-0.04377827,-0.043778
338,0.660156,-0.03474709,-0.034747
339,0.662109,-0.08520053,-0.085201
340,0.664062,-0.07124886,-0.071249
341,0.666016,-0.04818894,-0.048189
342,0.667969,-0.07987077,-0.079871
343,0.669922,-0.06983721,-0.069837
344,0.671875,-0.06855121,-0.068551
345,0.673828,-0.09891415,-0.098914
346,0.675781,-0.10667132,-0.106671
347,0.677734,-0.08719961,-0.087200
348,0.679688,-0.08245009,-0.082450
349,0.681641,-0.11680675,-0.116807
350,0.683594,-0.15339422,-0.153394
351,0.685547,-0.12751718,-0.127517
352,0.687500,-0.05804322,-0.058043
353,0.689453,-0.06408823,-0.064088
354,0.691406,-0.07583235,-0.075832
355,0.693359,-0.07993537,-0.079935
356,0.695312,-0.01794095,-0.017941
357,0.697266,-0.04724861,-0.047249
358,0.699219,-0.10159107,-0.101591
359,0.701172,-0.12161117,-0.121611
360,0.703125,-0.14827762,-0.148278
361,0.705078,-0.12967297,-0.129673
362,0.707031,-0.13652746,-0.136527
363,0.708984,-0.12887378,-0.128874
364,0.710938,-0.15780950,-0.157809
365,0.712891,-0.15968757,-0.159688
366,0.714844,-0.09972068,-0.099721
367,0.716797,-0.10925014,-0.109250
368,0.718750,-0.10258977,-0.102590
369,0.720703,-0.09097669,-0.090977
370,0.722656,-0.08996988,-0.089970
371,0.724609,-0.13865216,-0.138652
372,0.726562,-0.11685420,-0.116854
373,0.728516,-0.09641640,-0.096416
374,0.730469,-0.09758873,-0.097589
375,0.732422,-0.09748236,-0.097482
376,0.734375,-0.11968513,-0.119685
377,0.736328,-0.11107209,-0.111072
378,0.738281,-0.07902561,-0.079026
379,0.740234,-0.07498664,-0.074987
380,0.742188,-0.13752463,-0.137525
381,0.744141,-0.16352145,-0.163521
382,0.746094,-0.18311429,-0.183114
383,0.748047,-0.17928222,-0.179282
384,0.750000,-0.16032054,-0.160321
385,0.751953,-0.16180540,-0.161805
386,0.753906,-0.11781744,-0.117817
387,0.755859,-0.13593187,-0.135932
388,0.757812,-0.09917627,-0.099176
389,0.759766,-0.09613648,-0.096136
390,0.761719,-0.13108173,-0.131082
391,0.763672,-0.14614967,-0.146150
392,0.765625,-0.09877187,-0.098772
393,0.767578,-0.09011572,-0.090116
394,0.769531,-0.05690565,-0.056906
395,0.771484,-0.04605139,-0.046051
396,0.773438,-0.04809368,-0.048094
397,0.775391,-0.07737989,-0.077380
398,0.777344,-0.06527987,-0.065280
399,0.779297,-0.05605085,-0.056051
400,0.781250,-0.02988150,-0.029881
401,0.783203,-0.05765658,-0.057657
402,0.785156,-0.10360378,-0.103604
403,0.787109,-0.05309098,-0.053091
404,0.789062,-0.02024483,-0.020245
405,0.791016,0.00111024,0.001110
406,0.792969,0.02861565,0.028616
407,0.794922,0.07454096,0.074541
408,0.796875,0.03303138,0.033031
409,0.798828,0.00980773,0.009808
410,0.800781,-0.04562433,-0.045624
411,0.802734,-0.06632663,-0.066327
412,0.804688,-0.06051780,-0.060518
413,0.806641,-0.00026730,-0.000267
414,0.808594,0.01563298,0.015633
415,0.810547,0.03827018,0.038270
416,0.812500,0.03514855,0.035149
417,0.814453,0.06719180,0.067192
418,0.816406,0.02660179,0.026602
419,0.818359,-0.02279635,-0.022796
420,0.820312,0.02208085,0.022081
421,0.822266,0.03150560,0.031506
422,0.824219,0.00307709,0.003077
423,0.826172,-0.00864701,-0.008647
424,0.828125,-0.01728920,-0.017289
425,0.830078,-0.04876545,-0.048765
426,0.832031,-0.02802441,-0.028024
427,0.833984,0.02488922,0.024889
428,0.835938,0.00942110,0.009421
429,0.837891,0.05548772,0.055488
430,0.839844,0.06496712,0.064967
431,0.841797,0.07831320,0.078313
432,0.843750,0.03817878,0.038179
433,0.845703,0.08566456,0.085665
434,0.847656,0.07668433,0.076684
435,0.849609,0.05826636,0.058266
436,0.851562,0.05069567,0.050696
437,0.853516,0.02687930,0.026879
438,0.855469,-0.00861399,-0.008614
439,0.857422,0.01763945,0.017639
440,0.859375,0.00133809,0.001338
441,0.861328,0.01960356,0.019604
442,0.863281,0.05408020,0.054080
443,0.865234,0.02309973,0.023100
444,0.867188,0.02238377,0.022384
445,0.869141,0.01518727,0.015187
446,0.871094,0.01627076,0.016271
447,0.873047,0.01455928,0.014559
448,0.875000,0.01294650,0.012946
449,0.876953,-0.01436000,-0.014360
450,0.878906,0.01625209,0.016252
451,0.880859,0.05357681,0.053577
452,0.882812,0.04763880,0.047639
453,0.884766,0.05490098,0.054901
454,0.886719,0.03033975,0.030340
455,0.888672,0.01951117,0.019511
456,0.890625,0.01126802,0.011268
457,0.892578,0.02682404,0.026824
458,0.894531,0.00791852,0.007919
459,0.896484,0.01133752,0.011338
460,0.898438,0.02919767,0.029198
461,0.900391,0.01489408,0.014894
462,0.902344,0.05093266,0.050933
463,0.904297,0.04917390,0.049174
464,0.906250,0.02431367,0.024314
465,0.908203,0.02976712,0.029767
466,0.910156,-0.02164248,-0.021642
467,0.912109,0.01188104,0.011881
468,0.914062,-0.04640389,-0.046404
469,0.916016,-0.09816440,-0.098164
470,0.917969,-0.09806937,-0.098069
471,0.919922,-0.12340814,-0.123408
472,0.921875,-0.13147958,-0.131480
473,0.923828,-0.09187817,-0.091878
474,0.925781,-0.08446871,-0.084469
475,0.927734,-0.08051462,-0.080515
476,0.929688,-0.05897280,-0.058973
477,0.931641,-0.01464299,-0.014643
478,0.933594,-0.00964286,-0.009643
479,0.935547,-0.03447341,-0.034473
480,0.937500,-0.01490444,-0.014904
481,0.939453,-0.06526375,-0.065264
482,0.941406,-0.05164580,-0.051646
483,0.943359,-0.08806405,-0.088064
484,0.945312,-0.11673784,-0.116738
485,0.947266,-0.15364714,-0.153647
486,0.949219,-0.10959703,-0.109597
487,0.951172,-0.13011891,-0.130119
488,0.953125,-0.16114909,-0.161149
489,0.955078,-0.16951527,-0.169515
490,0.957031,-0.17550683,-0.175507
491,0.958984,-0.19252078,-0.192521
492,0.960938,-0.17630151,-0.176302
493,0.962891,-0.16461118,-0.164611
494,0.964844,-0.11229293,-0.112293
495,0.966797,-0.14273282,-0.142733
496,0.968750,-0.11912056,-0.119121
497,0.970703,-0.10421767,-0.104218
498,0.972656,-0.13543393,-0.135434
499,0.974609,-0.11457532,-0.114575
500,0.976562,-0.14013442,-0.140134
501,0.978516,-0.10864549,-0.108645
502,0.980469,-0.13269574,-0.132696
503,0.982422,-0.15518250,-0.155183
504,0.984375,-0.15918856,-0.159189
505,0.986328,-0.13932742,-0.139327
506,0.988281,-0.12100999,-0.121010
507,0.990234,-0.13584470,-0.135845
508,0.992188,-0.09339907,-0.093399
509,0.994141,-0.16048262,-0.160483
510,0.996094,-0.14265407,-0.142654
511,0.998047,-0.10881228,-0.108812
512,1.000000,-0.12156260,-0.121563
513,1.001953,-0.12755927,-0.127559
514,1.003906,-0.17035580,-0.170356
515,1.005859,-0.14927467,-0.149275
516,1.007812,-0.11246385,-0.112464
517,1.009766,-0.09888756,-0.098888
518,1.011719,-0.11985466,-0.119855
519,1.013672,-0.17802982,-0.178030
520,1.015625,-0.18526050,-0.185260
521,1.017578,-0.15263349,-0.152633
522,1.019531,-0.14225909,-0.142259
523,1.021484,-0.13371145,-0.133711
524,1.023438,-0.15443869,-0.154439
525,1.025391,-0.13540774,-0.135408
526,1.027344,-0.12599474,-0.125995
527,1.029297,-0.07148678,-0.071487
528,1.031250,-0.06280636,-0.062806
529,1.033203,-0.05241827,-0.052418
530,1.035156,-0.02117167,-0.021172
531,1.037109,-0.02285901,-0.022859
532,1.039062,0.05449585,0.054496
533,1.041016,-0.00321230,-0.003212
534,1.042969,-0.04173524,-0.041735
535,1.044922,-0.05519640,-0.055196
536,1.046875,-0.01686234,-0.016862
537,1.048828,-0.02580097,-0.025801
538,1.050781,-0.05607525,-0.056075
539,1.052734,-0.03235091,-0.032351
540,1.054688,-0.05046464,-0.050465
541,1.056641,-0.05949915,-0.059499
542,1.058594,-0.09156227,-0.091562
543,1.060547,-0.06633504,-0.066335
544,1.062500,-0.06160540,-0.061605
545,1.064453,-0.02236378,-0.022364
546,1.066406,-0.03550098,-0.035501
547,1.068359,-0.02347308,-0.023473
548,1.070312,-0.01087830,-0.010878
549,1.072266,-0.02891557,-0.028916
550,1.074219,-0.01480854,-0.014809
551,1.076172,-0.00208409,-0.002084
552,1.078125,-0.00018488,-0.000185
553,1.080078,0.00119447,0.001194
554,1.082031,0.02294972,0.022950
555,1.083984,0.03944850,0.039448
556,1.085938,0.02086011,0.020860
557,1.087891,0.01902664,0.019027
558,1.089844,0.02493365,0.024934
559,1.091797,0.01508650,0.015087
560,1.093750,-0.01089884,-0.010899
561,1.095703,-0.02889124,-0.028891
562,1.097656,-0.00506713,-0.005067
563,1.099609,-0.00447658,-0.004477
564,1.101562,-0.02806392,-0.028064
565,1.103516,-0.08478284,-0.084783
566,1.105469,-0.07245297,-0.072453
567,1.107422,-0.05638508,-0.056385
568,1.109375,-0.09457160,-0.094572
569,1.111328,-0.12368267,-0.123683
570,1.113281,-0.12739342,-0.127393
571,1.115234,-0.10315754,-0.103158
572,1.117188,-0.07967825,-0.079678
573,1.119141,-0.06930417,-0.069304
574,1.121094,-0.02752975,-0.027530
575,1.123047,-0.04590102,-0.045901
576,1.125000,-0.03750030,-0.037500
577,1.126953,-0.04673669,-0.046737
578,1.128906,-0.03076892,-0.030769
579,1.130859,-0.03116107,-0.031161
580,1.132812,0.02362452,0.023625
581,1.134766,0.04089875,0.040899
582,1.136719,0.02861509,0.028615
583,1.138672,0.03953299,0.039533
584,1.140625,0.03148644,0.031486
585,1.142578,-0.01484203,-0.014842
586,1.144531,-0.01339146,-0.013391
587,1.146484,0.03071322,0.030713
588,1.148438,0.02674532,0.026745
589,1.150391,-0.00199911,-0.001999
590,1.152344,0.01492993,0.014930
591,1.154297,-0.00579307,-0.005793
592,1.156250,0.02659400,0.026594
593,1.158203,-0.02989273,-0.029893
594,1.160156,-0.02604077,-0.026041
595,1.162109,-0.02965092,-0.029651
596,1.164062,-0.04333015,-0.043330
597,1.166016,0.01127629,0.011276
598,1.167969,-0.00981282,-0.009813
599,1.169922,0.02784297,0.027843
600,1.171875,0.07447378,0.074474
601,1.173828,0.07595146,0.075951
602,1.175781,0.06950648,0.069506
603,1.177734,0.10022310,0.100223
604,1.179688,0.04700355,0.047004
605,1.181641,0.08324935,0.083249
606,1.183594,0.08898497,0.088985
607,1.185547,0.09300732,0.093007
608,1.187500,0.08219818,0.082198
609,1.189453,0.08175796,0.081758
610,1.191406,0.08943404,0.089434
611,1.193359,0.05668813,0.056688
612,1.195312,0.07249254,0.072493
613,1.197266,0.06159611,0.061596
614,1.199219,0.02907850,0.029078
615,1.201172,0.08761599,0.087616
616,1.203125,0.06511013,0.065110
617,1.205078,0.05125958,0.051260
618,1.207031,0.03971316,0.039713
619,1.208984,0.05170901,0.051709
620,1.210938,0.10226035,0.102260
621,1.212891,0.14551042,0.145510
622,1.214844,0.15412111,0.154121
623,1.216797,0.12427563,0.124276
624,1.218750,0.07835435,0.078354
625,1.220703,0.10005755,0.100058
626,1.222656,0.11577861,0.115779
627,1.224609,0.11985767,0.119858
628,1.226562,0.11090328,0.110903
629,1.228516,0.14149439,0.141494
630,1.230469,0.10502626,0.105026
631,1.232422,0.10368454,0.103685
632,1.234375,0.07039759,0.070398
633,1.236328,0.00989126,0.009891
634,1.238281,0.00131175,0.001312
635,1.240234,0.02526092,0.025261
636,1.242188,0.02832617,0.028326
637,1.244141,0.07836071,0.078361
638,1.246094,0.03658706,0.036587
639,1.248047,0.01727269,0.017273
640,1.250000,0.05566337,0.055663
641,1.251953,0.04251442,0.042514
642,1.253906,0.03041019,0.030410
643,1.255859,0.01669091,0.016691
644,1.257812,0.02955295,0.029553
645,1.259766,0.04458751,0.044588
646,1.261719,0.03778299,0.037783
647,1.263672,0.06632802,0.066328
648,1.265625,0.10724302,0.107243
649,1.267578,0.06308446,0.063084
650,1.269531,0.05057050,0.050571
651,1.271484,0.05356210,0.053562
652,1.273438,0.06922044,0.069220
653,1.275391,0.08815153,0.088152
654,1.277344,0.02487406,0.024874
655,1.279297,0.02588301,0.025883
656,1.281250,0.10380437,0.103804
657,1.283203,0.07004882,0.070049
658,1.285156,0.03501299,0.035013
659,1.287109,0.01764385,0.017644
660,1.289062,0.04320150,0.043202
661,1.291016,0.08721975,0.087220
662,1.292969,0.06883968,0.068840
663,1.294922,0.06516574,0.065166
664,1.296875,0.02877210,0.028772
665,1.298828,0.03671684,0.036717
666,1.300781,0.09601579,0.096016
667,1.302734,0.09308414,0.093084
668,1.304688,0.06829752,0.068298
669,1.306641,0.06697584,0.066976
670,1.308594,0.04245802,0.042458
671,1.310547,0.05681810,0.056818
672,1.312500,0.04595226,0.045952
673,1.314453,0.05795266,0.057953
674,1.316406,0.05031707,0.050317
675,1.318359,-0.00864149,-0.008641
676,1.320312,0.00714494,0.007145
677,1.322266,0.06789104,0.067891
678,1.324219,0.03800609,0.038006
679,1.326172,0.03272685,0.032727
680,1.328125,-0.00248729,-0.002487
681,1.330078,-0.01868263,-0.018683
682,1.332031,-0.00905802,-0.009058
683,1.333984,-0.05164360,-0.051644
684,1.335938,-0.07191232,-0.071912
685,1.337891,-0.06209941,-0.062099
686,1.339844,-0.04270758,-0.042708
687,1.341797,-0.01828019,-0.018280
688,1.343750,0.00104294,0.001043
689,1.345703,-0.01413237,-0.014132
690,1.347656,-0.05619141,-0.056191
691,1.349609,-0.06349417,-0.063494
692,1.351562,-0.05499288,-0.054993
693,1.353516,-0.04656950,-0.046570
694,1.355469,-0.03816385,-0.038164
695,1.357422,-0.09483429,-0.094834
696,1.359375,-0.09762364,-0.097624
697,1.361328,-0.06794558,-0.067946
698,1.363281,-0.04488452,-0.044885
699,1.365234,-0.05346481,-0.053465
700,1.367188,-0.00282955,-0.002830
701,1.369141,0.00589482,0.005895
702,1.371094,-0.01437988,-0.014380
703,1.373047,0.04883652,0.048837
704,1.375000,0.04637987,0.046380
705,1.376953,0.01458941,0.014589
706,1.378906,-0.01406562,-0.014066
707,1.380859,-0.03171257,-0.031713
708,1.382812,0.01138861,0.011389
709,1.384766,0.03929833,0.039298
710,1.386719,0.05021960,0.050220
711,1.388672,0.04879075,0.048791
712,1.390625,0.00781444,0.007814
713,1.392578,0.00031310,0.000313
714,1.394531,0.06036833,0.060368
715,1.396484,0.01772231,0.017722
716,1.398438,0.02222616,0.022226
717,1.400391,0.06746445,0.067464
