sample_idx,time_s,ao_v,ipg_est_mv,source_signal_uv
55,0.107422,-0.13339785,-0.133398,-13.339785
56,0.109375,-0.15435166,-0.154352,-15.435166
57,0.111328,-0.16367156,-0.163672,-16.367156
58,0.113281,-0.13778194,-0.137782,-13.778194
59,0.115234,-0.11556944,-0.115569,-11.556944
60,0.117188,-0.11464323,-0.114643,-11.464323
61,0.119141,-0.07089510,-0.070895,-7.089510
62,0.121094,-0.09427400,-0.094274,-9.427400
63,0.123047,-0.09816297,-0.098163,-9.816297
64,0.125000,-0.12443753,-0.124438,-12.443753
65,0.126953,-0.19559277,-0.195593,-19.559277
66,0.128906,-0.19652045,-0.196520,-19.652045
67,0.130859,-0.18215241,-0.182152,-18.215241
68,0.132812,-0.19754248,-0.197542,-19.754248
69,0.134766,-0.16508164,-0.165082,-16.508164
70,0.136719,-0.15928474,-0.159285,-15.928474
71,0.138672,-0.13424391,-0.134244,-13.424391
72,0.140625,-0.13887147,-0.138871,-13.887147
73,0.142578,-0.14825428,-0.148254,-14.825428
74,0.144531,-0.13949546,-0.139495,-13.949546
75,0.146484,-0.18993307,-0.189933,-18.993307
76,0.148438,-0.19898548,-0.198985,-19.898548
77,0.150391,-0.21192164,-0.211922,-21.192164
78,0.152344,-0.23424827,-0.234248,-23.424827
79,0.154297,-0.19276315,-0.192763,-19.276315
80,0.156250,-0.13497343,-0.134973,-13.497343
81,0.158203,-0.16063725,-0.160637,-16.063725
82,0.160156,-0.13494937,-0.134949,-13.494937
83,0.162109,-0.11819248,-0.118192,-11.819248
84,0.164062,-0.08667434,-0.086674,-8.667434
85,0.166016,-0.07198353,-0.071984,-7.198353
86,0.167969,-0.06766396,-0.067664,-6.766396
87,0.169922,-0.10762563,-0.107626,-10.762563
88,0.171875,-0.09610010,-0.096100,-9.610010
89,0.173828,-0.06539732,-0.065397,-6.539732
90,0.175781,-0.16201763,-0.162018,-16.201763
91,0.177734,-0.10165581,-0.101656,-10.165581
92,0.179688,-0.11298739,-0.112987,-11.298739
93,0.181641,-0.10563496,-0.105635,-10.563496
94,0.183594,-0.13962914,-0.139629,-13.962914
95,0.185547,-0.12770797,-0.127708,-12.770797
96,0.187500,-0.11293476,-0.112935,-11.293476
97,0.189453,-0.10013558,-0.100136,-10.013558
98,0.191406,-0.10540951,-0.105410,-10.540951
99,0.193359,-0.08047231,-0.080472,-8.047231
100,0.195312,-0.10813292,-0.108133,-10.813292
101,0.197266,-0.10361034,-0.103610,-10.361034
102,0.199219,-0.08936769,-0.089368,-8.936769
103,0.201172,-0.11086151,-0.110862,-11.086151
104,0.203125,-0.13275593,-0.132756,-13.275593
105,0.205078,-0.10858864,-0.108589,-10.858864
106,0.207031,-0.08146105,-0.081461,-8.146105
107,0.208984,-0.11332259,-0.113323,-11.332259
108,0.210938,-0.07782439,-0.077824,-7.782439
109,0.212891,-0.07867978,-0.078680,-7.867978
110,0.214844,-0.04873345,-0.048733,-4.873345
111,0.216797,-0.05583567,-0.055836,-5.583567
112,0.218750,-0.01164822,-0.011648,-1.164822
113,0.220703,-0.06853004,-0.068530,-6.853004
114,0.222656,-0.06484283,-0.064843,-6.484283
115,0.224609,-0.05681379,-0.056814,-5.681379
116,0.226562,-0.02996494,-0.029965,-2.996494
117,0.228516,-0.01866164,-0.018662,-1.866164
118,0.230469,-0.07369522,-0.073695,-7.369522
119,0.232422,-0.09598239,-0.095982,-9.598239
120,0.234375,-0.08252701,-0.082527,-8.252701
121,0.236328,-0.08464418,-0.084644,-8.464418
122,0.238281,-0.10031256,-0.100313,-10.031256
123,0.240234,-0.11712875,-0.117129,-11.712875
124,0.242188,-0.06900611,-0.069006,-6.900611
125,0.244141,-0.01910692,-0.019107,-1.910692
126,0.246094,-0.04381418,-0.043814,-4.381418
127,0.248047,-0.11074984,-0.110750,-11.074984
128,0.250000,-0.15444309,-0.154443,-15.444309
129,0.251953,-0.17436783,-0.174368,-17.436783
130,0.253906,-0.17491349,-0.174913,-17.491349
131,0.255859,-0.14412236,-0.144122,-14.412236
132,0.257812,-0.17520379,-0.175204,-17.520379
133,0.259766,-0.17524729,-0.175247,-17.524729
134,0.261719,-0.17920733,-0.179207,-17.920733
135,0.263672,-0.20447040,-0.204470,-20.447040
136,0.265625,-0.15805714,-0.158057,-15.805714
137,0.267578,-0.15101755,-0.151018,-15.101755
138,0.269531,-0.14265526,-0.142655,-14.265526
139,0.271484,-0.11288206,-0.112882,-11.288206
140,0.273438,-0.12452454,-0.124525,-12.452454
141,0.275391,-0.07099187,-0.070992,-7.099187
142,0.277344,-0.04554675,-0.045547,-4.554675
143,0.279297,-0.02204444,-0.022044,-2.204444
144,0.281250,-0.00872450,-0.008724,-0.872450
145,0.283203,-0.09270799,-0.092708,-9.270799
146,0.285156,-0.09886895,-0.098869,-9.886895
147,0.287109,-0.05579821,-0.055798,-5.579821
148,0.289062,-0.10857834,-0.108578,-10.857834
149,0.291016,-0.13091725,-0.130917,-13.091725
150,0.292969,-0.17140407,-0.171404,-17.140407
151,0.294922,-0.16439270,-0.164393,-16.439270
152,0.296875,-0.14076377,-0.140764,-14.076377
153,0.298828,-0.14348640,-0.143486,-14.348640
154,0.300781,-0.12489401,-0.124894,-12.489401
155,0.302734,-0.14031730,-0.140317,-14.031730
156,0.304688,-0.11815180,-0.118152,-11.815180
157,0.306641,-0.10453699,-0.104537,-10.453699
158,0.308594,-0.10747258,-0.107473,-10.747258
159,0.310547,-0.09909476,-0.099095,-9.909476
160,0.312500,-0.07975173,-0.079752,-7.975173
161,0.314453,-0.06512086,-0.065121,-6.512086
162,0.316406,-0.06814905,-0.068149,-6.814905
163,0.318359,-0.11126593,-0.111266,-11.126593
164,0.320312,-0.06160821,-0.061608,-6.160821
165,0.322266,-0.05303789,-0.053038,-5.303789
166,0.324219,-0.07932211,-0.079322,-7.932211
167,0.326172,0.00071231,0.000712,0.071231
168,0.328125,0.03095859,0.030959,3.095859
169,0.330078,0.02227787,0.022278,2.227787
170,0.332031,0.02101792,0.021018,2.101792
171,0.333984,-0.02022778,-0.020228,-2.022778
172,0.335938,-0.01844588,-0.018446,-1.844588
173,0.337891,-0.03763818,-0.037638,-3.763818
174,0.339844,-0.09462999,-0.094630,-9.462999
175,0.341797,-0.08488528,-0.084885,-8.488528
176,0.343750,-0.07125902,-0.071259,-7.125902
177,0.345703,-0.09027362,-0.090274,-9.027362
178,0.347656,-0.09728061,-0.097281,-9.728061
179,0.349609,-0.06491915,-0.064919,-6.491915
180,0.351562,-0.04389447,-0.043894,-4.389447
181,0.353516,-0.09692006,-0.096920,-9.692006
182,0.355469,-0.15209017,-0.152090,-15.209017
183,0.357422,-0.16385500,-0.163855,-16.385500
184,0.359375,-0.13686697,-0.136867,-13.686697
185,0.361328,-0.13562532,-0.135625,-13.562532
186,0.363281,-0.10482296,-0.104823,-10.482296
187,0.365234,-0.11884341,-0.118843,-11.884341
188,0.367188,-0.11063580,-0.110636,-11.063580
189,0.369141,-0.12171522,-0.121715,-12.171522
190,0.371094,-0.13104829,-0.131048,-13.104829
191,0.373047,-0.12949700,-0.129497,-12.949700
192,0.375000,-0.14628600,-0.146286,-14.628600
193,0.376953,-0.17959105,-0.179591,-17.959105
194,0.378906,-0.24885477,-0.248855,-24.885477
195,0.380859,-0.16327739,-0.163277,-16.327739
196,0.382812,-0.16549867,-0.165499,-16.549867
197,0.384766,-0.11664170,-0.116642,-11.664170
198,0.386719,-0.09020429,-0.090204,-9.020429
199,0.388672,-0.09774215,-0.097742,-9.774215
200,0.390625,-0.08259910,-0.082599,-8.259910
201,0.392578,-0.09830501,-0.098305,-9.830501
202,0.394531,-0.06078969,-0.060790,-6.078969
203,0.396484,-0.10232479,-0.102325,-10.232479
204,0.398438,-0.07889697,-0.078897,-7.889697
205,0.400391,-0.10602200,-0.106022,-10.602200
206,0.402344,-0.13760374,-0.137604,-13.760374
207,0.404297,-0.11006153,-0.110062,-11.006153
208,0.406250,-0.10491529,-0.104915,-10.491529
209,0.408203,-0.05030093,-0.050301,-5.030093
210,0.410156,-0.03602219,-0.036022,-3.602219
211,0.412109,-0.09764920,-0.097649,-9.764920
212,0.414062,-0.13634730,-0.136347,-13.634730
213,0.416016,-0.19129835,-0.191298,-19.129835
214,0.417969,-0.14948907,-0.149489,-14.948907
215,0.419922,-0.16110062,-0.161101,-16.110062
216,0.421875,-0.24023128,-0.240231,-24.023128
217,0.423828,-0.19639099,-0.196391,-19.639099
218,0.425781,-0.15678944,-0.156789,-15.678944
219,0.427734,-0.20057750,-0.200578,-20.057750
220,0.429688,-0.20813729,-0.208137,-20.813729
221,0.431641,-0.19853663,-0.198537,-19.853663
222,0.433594,-0.18485285,-0.184853,-18.485285
223,0.435547,-0.17689768,-0.176898,-17.689768
224,0.437500,-0.20272106,-0.202721,-20.272106
225,0.439453,-0.21559797,-0.215598,-21.559797
226,0.441406,-0.23730895,-0.237309,-23.730895
227,0.443359,-0.19137780,-0.191378,-19.137780
228,0.445312,-0.16061151,-0.160612,-16.061151
229,0.447266,-0.14960358,-0.149604,-14.960358
230,0.449219,-0.17590477,-0.175905,-17.590477
231,0.451172,-0.16797408,-0.167974,-16.797408
232,0.453125,-0.15128830,-0.151288,-15.128830
233,0.455078,-0.16758072,-0.167581,-16.758072
234,0.457031,-0.13697240,-0.136972,-13.697240
235,0.458984,-0.18398439,-0.183984,-18.398439
236,0.460938,-0.16748787,-0.167488,-16.748787
237,0.462891,-0.14350233,-0.143502,-14.350233
238,0.464844,-0.16114195,-0.161142,-16.114195
239,0.466797,-0.13815753,-0.138158,-13.815753
240,0.468750,-0.15694518,-0.156945,-15.694518
241,0.470703,-0.16012905,-0.160129,-16.012905
242,0.472656,-0.15016850,-0.150168,-15.016850
243,0.474609,-0.16984825,-0.169848,-16.984825
244,0.476562,-0.20254844,-0.202548,-20.254844
245,0.478516,-0.19669919,-0.196699,-19.669919
246,0.480469,-0.25500889,-0.255009,-25.500889
247,0.482422,-0.22996331,-0.229963,-22.996331
248,0.484375,-0.25940517,-0.259405,-25.940517
249,0.486328,-0.21710995,-0.217110,-21.710995
250,0.488281,-0.26107597,-0.261076,-26.107597
251,0.490234,-0.26679589,-0.266796,-26.679589
252,0.492188,-0.25099593,-0.250996,-25.099593
253,0.494141,-0.28371150,-0.283711,-28.371150
254,0.496094,-0.21888143,-0.218881,-21.888143
255,0.498047,-0.23275012,-0.232750,-23.275012
256,0.500000,-0.21335955,-0.213360,-21.335955
257,0.501953,-0.17316027,-0.173160,-17.316027
258,0.503906,-0.16561127,-0.165611,-16.561127
259,0.505859,-0.18007120,-0.180071,-18.007120
260,0.507812,-0.20708237,-0.207082,-20.708237
261,0.509766,-0.19182494,-0.191825,-19.182494
262,0.511719,-0.15108006,-0.151080,-15.108006
263,0.513672,-0.14639386,-0.146394,-14.639386
264,0.515625,-0.11406986,-0.114070,-11.406986
265,0.517578,-0.11955603,-0.119556,-11.955603
266,0.519531,-0.19876401,-0.198764,-19.876401
267,0.521484,-0.23072478,-0.230725,-23.072478
268,0.523438,-0.22254872,-0.222549,-22.254872
269,0.525391,-0.22918436,-0.229184,-22.918436
270,0.527344,-0.24578101,-0.245781,-24.578101
271,0.529297,-0.29286578,-0.292866,-29.286578
272,0.531250,-0.32688530,-0.326885,-32.688530
273,0.533203,-0.30523879,-0.305239,-30.523879
274,0.535156,-0.29382029,-0.293820,-29.382029
275,0.537109,-0.27363017,-0.273630,-27.363017
276,0.539062,-0.30615281,-0.306153,-30.615281
277,0.541016,-0.34330933,-0.343309,-34.330933
278,0.542969,-0.34309834,-0.343098,-34.309834
279,0.544922,-0.37048212,-0.370482,-37.048212
280,0.546875,-0.33042796,-0.330428,-33.042796
281,0.548828,-0.30654789,-0.306548,-30.654789
282,0.550781,-0.33255351,-0.332554,-33.255351
283,0.552734,-0.27460818,-0.274608,-27.460818
284,0.554688,-0.21528396,-0.215284,-21.528396
285,0.556641,-0.20408179,-0.204082,-20.408179
286,0.558594,-0.16580245,-0.165802,-16.580245
287,0.560547,-0.16543677,-0.165437,-16.543677
288,0.562500,-0.17871938,-0.178719,-17.871938
289,0.564453,-0.17027569,-0.170276,-17.027569
290,0.566406,-0.19109368,-0.191094,-19.109368
291,0.568359,-0.24973704,-0.249737,-24.973704
292,0.570312,-0.26285251,-0.262853,-26.285251
293,0.572266,-0.25140446,-0.251404,-25.140446
294,0.574219,-0.20109010,-0.201090,-20.109010
295,0.576172,-0.19513580,-0.195136,-19.513580
296,0.578125,-0.20396615,-0.203966,-20.396615
297,0.580078,-0.16515234,-0.165152,-16.515234
298,0.582031,-0.27039019,-0.270390,-27.039019
299,0.583984,-0.25252940,-0.252529,-25.252940
300,0.585938,-0.16477045,-0.164770,-16.477045
301,0.587891,-0.20349418,-0.203494,-20.349418
302,0.589844,-0.19101346,-0.191013,-19.101346
303,0.591797,-0.22441828,-0.224418,-22.441828
304,0.593750,-0.23617929,-0.236179,-23.617929
305,0.595703,-0.26659754,-0.266598,-26.659754
306,0.597656,-0.25691000,-0.256910,-25.691000
307,0.599609,-0.25563106,-0.255631,-25.563106
308,0.601562,-0.23960390,-0.239604,-23.960390
309,0.603516,-0.22388069,-0.223881,-22.388069
310,0.605469,-0.27196069,-0.271961,-27.196069
311,0.607422,-0.22584207,-0.225842,-22.584207
312,0.609375,-0.24886979,-0.248870,-24.886979
313,0.611328,-0.24384229,-0.243842,-24.384229
314,0.613281,-0.24270113,-0.242701,-24.270113
315,0.615234,-0.23494269,-0.234943,-23.494269
316,0.617188,-0.15003788,-0.150038,-15.003788
317,0.619141,-0.13448893,-0.134489,-13.448893
318,0.621094,-0.16336816,-0.163368,-16.336816
319,0.623047,-0.14556595,-0.145566,-14.556595
320,0.625000,-0.18507065,-0.185071,-18.507065
321,0.626953,-0.23124259,-0.231243,-23.124259
322,0.628906,-0.24359960,-0.243600,-24.359960
323,0.630859,-0.20900888,-0.209009,-20.900888
324,0.632812,-0.21300621,-0.213006,-21.300621
325,0.634766,-0.19401383,-0.194014,-19.401383
326,0.636719,-0.21536346,-0.215363,-21.536346
327,0.638672,-0.22905216,-0.229052,-22.905216
328,0.640625,-0.19237878,-0.192379,-19.237878
329,0.642578,-0.22644042,-0.226440,-22.644042
330,0.644531,-0.22554720,-0.225547,-22.554720
331,0.646484,-0.19034438,-0.190344,-19.034438
332,0.648438,-0.15685014,-0.156850,-15.685014
333,0.650391,-0.09944040,-0.099440,-9.944040
334,0.652344,-0.07741690,-0.077417,-7.741690
335,0.654297,-0.12458078,-0.124581,-12.458078
336,0.656250,-0.16830190,-0.168302,-16.830190
337,0.658203,-0.15933290,-0.159333,-15.933290
338,0.660156,-0.17509794,-0.175098,-17.509794
339,0.662109,-0.20043146,-0.200431,-20.043146
340,0.664062,-0.22484208,-0.224842,-22.484208
341,0.666016,-0.20284632,-0.202846,-20.284632
342,0.667969,-0.18471807,-0.184718,-18.471807
343,0.669922,-0.17890409,-0.178904,-17.890409
344,0.671875,-0.22071163,-0.220712,-22.071163
345,0.673828,-0.20912971,-0.209130,-20.912971
346,0.675781,-0.16767535,-0.167675,-16.767535
347,0.677734,-0.18639063,-0.186391,-18.639063
348,0.679688,-0.19045981,-0.190460,-19.045981
349,0.681641,-0.21621780,-0.216218,-21.621780
350,0.683594,-0.21619848,-0.216198,-21.619848
351,0.685547,-0.16752208,-0.167522,-16.752208
352,0.687500,-0.14409236,-0.144092,-14.409236
353,0.689453,-0.17741388,-0.177414,-17.741388
354,0.691406,-0.15473067,-0.154731,-15.473067
355,0.693359,-0.09556566,-0.095566,-9.556566
356,0.695312,-0.11962299,-0.119623,-11.962299
357,0.697266,-0.12929655,-0.129297,-12.929655
358,0.699219,-0.09129361,-0.091294,-9.129361
359,0.701172,-0.09093768,-0.090938,-9.093768
360,0.703125,-0.08372566,-0.083726,-8.372566
361,0.705078,-0.05101687,-0.051017,-5.101687
362,0.707031,-0.07258005,-0.072580,-7.258005
363,0.708984,-0.07676796,-0.076768,-7.676796
364,0.710938,-0.11400473,-0.114005,-11.400473
365,0.712891,-0.13158363,-0.131584,-13.158363
366,0.714844,-0.09775929,-0.097759,-9.775929
367,0.716797,-0.13366501,-0.133665,-13.366501
368,0.718750,-0.13342674,-0.133427,-13.342674
369,0.720703,-0.14221048,-0.142210,-14.221048
370,0.722656,-0.13226740,-0.132267,-13.226740
371,0.724609,-0.15796408,-0.157964,-15.796408
372,0.726562,-0.22938490,-0.229385,-22.938490
373,0.728516,-0.24545155,-0.245452,-24.545155
374,0.730469,-0.21651119,-0.216511,-21.651119
375,0.732422,-0.18351805,-0.183518,-18.351805
376,0.734375,-0.13695519,-0.136955,-13.695519
377,0.736328,-0.14911703,-0.149117,-14.911703
378,0.738281,-0.12878814,-0.128788,-12.878814
379,0.740234,-0.05869182,-0.058692,-5.869182
380,0.742188,-0.08226624,-0.082266,-8.226624
381,0.744141,-0.02776120,-0.027761,-2.776120
382,0.746094,-0.03490183,-0.034902,-3.490183
383,0.748047,-0.04298278,-0.042983,-4.298278
384,0.750000,-0.03323691,-0.033237,-3.323691
385,0.751953,-0.06009353,-0.060094,-6.009353
386,0.753906,-0.04438212,-0.044382,-4.438212
387,0.755859,-0.03439770,-0.034398,-3.439770
388,0.757812,-0.08035204,-0.080352,-8.035204
389,0.759766,-0.08645244,-0.086452,-8.645244
390,0.761719,-0.13913328,-0.139133,-13.913328
391,0.763672,-0.15039478,-0.150395,-15.039478
392,0.765625,-0.12383272,-0.123833,-12.383272
393,0.767578,-0.16094015,-0.160940,-16.094015
394,0.769531,-0.12428493,-0.124285,-12.428493
395,0.771484,-0.10434621,-0.104346,-10.434621
396,0.773438,-0.12427631,-0.124276,-12.427631
397,0.775391,-0.15321361,-0.153214,-15.321361
398,0.777344,-0.11492349,-0.114923,-11.492349
399,0.779297,-0.08428875,-0.084289,-8.428875
400,0.781250,-0.09246046,-0.092460,-9.246046
401,0.783203,-0.06899276,-0.068993,-6.899276
402,0.785156,-0.03824445,-0.038244,-3.824445
403,0.787109,-0.07894451,-0.078945,-7.894451
404,0.789062,-0.02988104,-0.029881,-2.988104
405,0.791016,-0.06457629,-0.064576,-6.457629
406,0.792969,-0.10160486,-0.101605,-10.160486
407,0.794922,-0.10458665,-0.104587,-10.458665
408,0.796875,-0.07170547,-0.071705,-7.170547
409,0.798828,-0.07769961,-0.077700,-7.769961
410,0.800781,-0.06560595,-0.065606,-6.560595
411,0.802734,-0.07297225,-0.072972,-7.297225
412,0.804688,-0.03636269,-0.036363,-3.636269
413,0.806641,-0.05514588,-0.055146,-5.514588
414,0.808594,-0.03723754,-0.037238,-3.723754
415,0.810547,-0.10489083,-0.104891,-10.489083
416,0.812500,-0.08430125,-0.084301,-8.430125
417,0.814453,-0.04118466,-0.041185,-4.118466
418,0.816406,-0.02513320,-0.025133,-2.513320
419,0.818359,0.01969624,0.019696,1.969624
420,0.820312,-0.05549451,-0.055495,-5.549451
421,0.822266,-0.05610199,-0.056102,-5.610199
422,0.824219,-0.10221693,-0.102217,-10.221693
423,0.826172,-0.10824088,-0.108241,-10.824088
424,0.828125,-0.09613740,-0.096137,-9.613740
425,0.830078,-0.13332155,-0.133322,-13.332155
426,0.832031,-0.10630728,-0.106307,-10.630728
427,0.833984,-0.13360614,-0.133606,-13.360614
428,0.835938,-0.14408416,-0.144084,-14.408416
429,0.837891,-0.13113846,-0.131138,-13.113846
430,0.839844,-0.10231912,-0.102319,-10.231912
431,0.841797,-0.12831357,-0.128314,-12.831357
432,0.843750,-0.15943528,-0.159435,-15.943528
433,0.845703,-0.18552461,-0.185525,-18.552461
434,0.847656,-0.23665893,-0.236659,-23.665893
435,0.849609,-0.19221814,-0.192218,-19.221814
436,0.851562,-0.09839862,-0.098399,-9.839862
437,0.853516,-0.16301316,-0.163013,-16.301316
438,0.855469,-0.14623432,-0.146234,-14.623432
439,0.857422,-0.16757894,-0.167579,-16.757894
440,0.859375,-0.15231365,-0.152314,-15.231365
441,0.861328,-0.09268371,-0.092684,-9.268371
442,0.863281,-0.08328029,-0.083280,-8.328029
443,0.865234,-0.09865910,-0.098659,-9.865910
444,0.867188,-0.04527180,-0.045272,-4.527180
445,0.869141,-0.05845810,-0.058458,-5.845810
446,0.871094,-0.16066352,-0.160664,-16.066352
447,0.873047,-0.10800760,-0.108008,-10.800760
448,0.875000,-0.14469988,-0.144700,-14.469988
449,0.876953,-0.15004369,-0.150044,-15.004369
450,0.878906,-0.18180308,-0.181803,-18.180308
451,0.880859,-0.15930802,-0.159308,-15.930802
452,0.882812,-0.17270071,-0.172701,-17.270071
453,0.884766,-0.19800324,-0.198003,-19.800324
454,0.886719,-0.14948614,-0.149486,-14.948614
455,0.888672,-0.16953778,-0.169538,-16.953778
456,0.890625,-0.17159042,-0.171590,-17.159042
457,0.892578,-0.16089302,-0.160893,-16.089302
458,0.894531,-0.18746061,-0.187461,-18.746061
459,0.896484,-0.17598152,-0.175982,-17.598152
460,0.898438,-0.14600224,-0.146002,-14.600224
461,0.900391,-0.15301873,-0.153019,-15.301873
462,0.902344,-0.18849057,-0.188491,-18.849057
463,0.904297,-0.16885460,-0.168855,-16.885460
464,0.906250,-0.13372393,-0.133724,-13.372393
465,0.908203,-0.20037055,-0.200371,-20.037055
466,0.910156,-0.19507573,-0.195076,-19.507573
467,0.912109,-0.18425267,-0.184253,-18.425267
468,0.914062,-0.20792937,-0.207929,-20.792937
469,0.916016,-0.23075193,-0.230752,-23.075193
470,0.917969,-0.15270614,-0.152706,-15.270614
471,0.919922,-0.11533178,-0.115332,-11.533178
472,0.921875,-0.12827242,-0.128272,-12.827242
473,0.923828,-0.17359402,-0.173594,-17.359402
474,0.925781,-0.16649303,-0.166493,-16.649303
475,0.927734,-0.13852879,-0.138529,-13.852879
476,0.929688,-0.14999339,-0.149993,-14.999339
477,0.931641,-0.20484994,-0.204850,-20.484994
478,0.933594,-0.19830697,-0.198307,-19.830697
479,0.935547,-0.21328894,-0.213289,-21.328894
480,0.937500,-0.21360387,-0.213604,-21.360387
481,0.939453,-0.25452181,-0.254522,-25.452181
482,0.941406,-0.24728498,-0.247285,-24.728498
483,0.943359,-0.18678504,-0.186785,-18.678504
484,0.945312,-0.18635798,-0.186358,-18.635798
485,0.947266,-0.18891558,-0.188916,-18.891558
486,0.949219,-0.17929529,-0.179295,-17.929529
487,0.951172,-0.20711832,-0.207118,-20.711832
488,0.953125,-0.15733673,-0.157337,-15.733673
489,0.955078,-0.17134919,-0.171349,-17.134919
490,0.957031,-0.22754771,-0.227548,-22.754771
491,0.958984,-0.19794392,-0.197944,-19.794392
492,0.960938,-0.14487754,-0.144878,-14.487754
493,0.962891,-0.11240006,-0.112400,-11.240006
494,0.964844,-0.18755972,-0.187560,-18.755972
495,0.966797,-0.22633999,-0.226340,-22.633999
496,0.968750,-0.18597777,-0.185978,-18.597777
497,0.970703,-0.22167700,-0.221677,-22.167700
498,0.972656,-0.16291083,-0.162911,-16.291083
499,0.974609,-0.16774871,-0.167749,-16.774871
500,0.976562,-0.21633772,-0.216338,-21.633772
501,0.978516,-0.18604416,-0.186044,-18.604416
502,0.980469,-0.15857076,-0.158571,-15.857076
503,0.982422,-0.15511413,-0.155114,-15.511413
504,0.984375,-0.15695866,-0.156959,-15.695866
505,0.986328,-0.16562417,-0.165624,-16.562417
506,0.988281,-0.14068061,-0.140681,-14.068061
507,0.990234,-0.12770736,-0.127707,-12.770736
508,0.992188,-0.15743020,-0.157430,-15.743020
509,0.994141,-0.16081404,-0.160814,-16.081404
510,0.996094,-0.15362242,-0.153622,-15.362242
511,0.998047,-0.15639182,-0.156392,-15.639182
512,1.000000,-0.17526557,-0.175266,-17.526557
513,1.001953,-0.17701217,-0.177012,-17.701217
514,1.003906,-0.19595111,-0.195951,-19.595111
515,1.005859,-0.24034702,-0.240347,-24.034702
516,1.007812,-0.25036753,-0.250368,-25.036753
517,1.009766,-0.19265824,-0.192658,-19.265824
518,1.011719,-0.14730844,-0.147308,-14.730844
519,1.013672,-0.12830897,-0.128309,-12.830897
520,1.015625,-0.12883045,-0.128830,-12.883045
521,1.017578,-0.09396452,-0.093965,-9.396452
522,1.019531,-0.07714010,-0.077140,-7.714010
523,1.021484,-0.09692489,-0.096925,-9.692489
524,1.023438,-0.07983612,-0.079836,-7.983612
525,1.025391,-0.02492690,-0.024927,-2.492690
526,1.027344,0.00338681,0.003387,0.338681
527,1.029297,-0.01761762,-0.017618,-1.761762
528,1.031250,-0.03422610,-0.034226,-3.422610
529,1.033203,-0.10718664,-0.107187,-10.718664
530,1.035156,-0.08186362,-0.081864,-8.186362
531,1.037109,-0.10279764,-0.102798,-10.279764
532,1.039062,-0.12719124,-0.127191,-12.719124
533,1.041016,-0.12776472,-0.127765,-12.776472
534,1.042969,-0.16820193,-0.168202,-16.820193
535,1.044922,-0.10180968,-0.101810,-10.180968
